,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
CommonStockDividendsPerShareDeclared,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
DebtInstrumentConvertibleConversionRatio,0.052,,,,52.029,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,-14300000.000,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,52000000.000,0.000,,0.000,52000000.000,52000000.000,-52000000.000,52000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,4000000.000,4700000.000,,5500000.000
StockRepurchasedAndRetiredDuringPeriodShares,7200000.000,4800000.000,,,,,,,
StockRepurchasedAndRetiredDuringPeriodValue,194400000.000,151000000.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,327000000.000,374100000.000,310400000.000,-695400000.000,286800000.000,332200000.000,326500000.000,-614700000.000,327300000.000
WeightedAverageNumberOfSharesIssuedBasic,900000.000,600000.000,1300000.000,1100000.000,500000.000,200000.000,400000.000,700000.000,500000.000
WeightedAverageNumberOfSharesOutstandingBasic,320500000.000,315600000.000,310400000.000,-636400000.000,282300000.000,276200000.000,269800000.000,-554000000.000,269800000.000
WeightedAverageNumberOfSharesTreasuryStock,-1700000.000,-1800000.000,-4100000.000,,,,,,
