,2011-12-31,2012-12-31,2013-12-31
AssetRetirementObligationAccretionExpense,,15091.000,15003.000
AssetRetirementObligationLiabilitiesIncurred,,9869.000,
AssetRetirementObligationLiabilitiesSettled,,,16562.000
CashAndCashEquivalentsPeriodIncreaseDecrease,4160.000,12576.000,-14866.000
CostsAndExpenses,494185.000,570857.000,437849.000
CostsIncurredDevelopmentCosts,,11464.000,12380.000
DepreciationDepletionAndAmortization,90469.000,100950.000,89893.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,15.360
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,12.590,
GeneralAndAdministrativeExpense,52360.000,51956.000,46422.000
IncreaseDecreaseInDueFromAffiliatesCurrent,25782.000,-27865.000,15197.000
IncreaseDecreaseInDueToAffiliatesCurrent,-1634.000,-4383.000,-20954.000
IncreaseDecreaseInPrepaidTaxes,469.000,-469.000,-519.000
InvestmentIncomeInterest,642.000,,
LeaseOperatingExpense,280507.000,362289.000,260097.000
NaturalGasProductionRevenue,702510.000,486671.000,499016.000
NetCashProvidedByUsedInFinancingActivities,-434179.000,-188813.000,-230413.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-434179.000,-188813.000,-230413.000
NetCashProvidedByUsedInInvestingActivities,-1241.000,-11464.000,-12380.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1241.000,-11464.000,-12380.000
NetCashProvidedByUsedInOperatingActivities,439580.000,212853.000,227927.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,439580.000,212853.000,227927.000
NetIncomeLoss,362818.000,72861.000,173760.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,24.190,4.860,11.580
OilAndCondensateRevenue,153851.000,157047.000,112593.000
PartnersCapitalAccountDistributions,434179.000,188813.000,230413.000
PaymentsOfCapitalDistribution,434179.000,188813.000,230413.000
PaymentsToExploreAndDevelopOilAndGasProperties,1241.000,11464.000,12380.000
ProductionTaxExpense,56671.000,40571.000,26434.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,14178.000,15091.000,15003.000
Revenues,857003.000,643718.000,611609.000
SalesRevenueNet,857003.000,643718.000,611609.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,15000.000,15000.000,15000.000
