,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,2654.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,7932058.000,7924930.000,3913627.000,3994026.000,4011269.000,8076520.000,8108993.000,8165384.000,8226605.000,7935269.000,8028281.000,8089084.000,7880481.000,7968043.000,7952595.000,7815022.000,7486501.000,7606704.000,7428323.000,7264165.000,7212444.000,7130746.000
Cash,,,,,,,,,,,,,,,,,7485857.000,7606070.000,7427684.000,7263539.000,7211823.000,7130152.000
CashAndCashEquivalentsAtCarryingValue,7931375.000,7924270.000,3913290.000,3993682.000,4010924.000,4038504.000,8108295.000,8164681.000,8225897.000,7934608.000,8027589.000,8088387.000,7879802.000,7967379.000,7951911.000,7814349.000,7485857.000,7606070.000,7427684.000,7263539.000,7211823.000,7130152.000
CommonStockSharesAuthorized,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,,,,,,
CommonStockSharesIssued,100000.000,100000.000,50000.000,50000.000,50000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,,,,,,
CommonStockSharesOutstanding,100000.000,100000.000,100000.000,50000.000,50000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,,,,,,
CommonStockValue,7929371.000,7922332.000,3912301.000,3992673.000,4009907.000,8074971.000,8106239.000,8162610.000,8223810.000,7932660.000,8025554.000,8086336.000,7877804.000,7965424.000,7949894.000,7812368.000,,,,,,
DueFromBanks,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,2536.000,2494.000,2516.000,2461.000,2450.000,2344.000
InterestBearingDepositsInBanks,7931375.000,7924270.000,3913290.000,3993682.000,4010924.000,4038504.000,8108295.000,8164681.000,8225897.000,7934608.000,8027589.000,8088387.000,7879802.000,7967379.000,7951911.000,7814349.000,7485857.000,7606070.000,7427684.000,7263539.000,7211823.000,7130152.000
InterestReceivableCurrent,683.000,660.000,337.000,344.000,345.000,337.000,698.000,703.000,708.000,661.000,692.000,697.000,679.000,664.000,684.000,673.000,644.000,634.000,639.000,626.000,621.000,594.000
LiabilitiesAndStockholdersEquity,7932058.000,7924930.000,3913627.000,3994026.000,4011269.000,8076520.000,8108993.000,8165384.000,8226605.000,7935269.000,8028281.000,8089084.000,7880481.000,7968043.000,7952595.000,7815022.000,7486501.000,7606704.000,7428323.000,7264165.000,7212444.000,7130746.000
LiabilitiesCurrent,2687.000,2598.000,1326.000,1353.000,1362.000,1549.000,2754.000,2774.000,2795.000,2609.000,2727.000,2748.000,2677.000,2619.000,2701.000,2654.000,2536.000,2494.000,2516.000,2461.000,2450.000,2344.000
OtherAccruedLiabilitiesCurrent,2687.000,2598.000,1326.000,1353.000,1362.000,1549.000,2754.000,2774.000,2795.000,2609.000,2727.000,2748.000,2677.000,2619.000,2701.000,,,,,,,
RedeemableNoncontrollingInterestEquityCarryingAmount,,,,,,,,,,,,,,,,,7483965.000,7604210.000,7425807.000,7261704.000,7209994.000,7128402.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TemporaryEquityParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
TemporaryEquitySharesAuthorized,,,,,,,,,,,,,,,,,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000
TemporaryEquitySharesIssued,,,,,,,,,,,,,,,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
TemporaryEquitySharesOutstanding,,,,,,,,,,,,,,,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
