,2011-08-31,2012-08-31,2013-08-31,2014-08-31,2015-08-31,2016-02-29,2016-08-31
AcquisitionCosts,,0.000,,,,,
EarningsPerShareBasic,-0.002,-0.014,-0.019,-0.063,0.029,0.031,0.039
GainLossOnSaleOfEquityInvestments,,,-6456.000,5710.000,0.000,-2757.000,0.000
GeneralAndAdministrativeExpense,2281.000,1553.000,-81398.000,-67123.000,-132263.000,-48422.000,-41040.000
InterestAndDividendIncomeOperating,,,2089.000,1108.000,456.000,26.000,569.000
InterestAndOtherIncome,,0.000,,,,,
InterestExpense,,,0.000,0.000,0.000,0.000,0.000
InterestIncomeOperating,,0.000,,,,,
NetIncomeLoss,-13713.000,-9327.000,-124011.000,-64252.000,171965.000,166278.000,232645.000
OperatingExpenses,,,-119644.000,-71070.000,-155179.000,-116566.000,-65006.000
OtherNonoperatingIncomeExpense,,,-4367.000,6818.000,456.000,-2731.000,569.000
ProfessionalAndContractServicesExpense,,,-37802.000,-3847.000,-22916.000,-68144.000,-23966.000
ProfessionalFees,11432.000,7774.000,,,,,
Revenues,,,0.000,0.000,326688.000,285575.000,297082.000
RoyaltyRevenue,0.000,,0.000,0.000,326688.000,285575.000,297082.000
SalesRevenueNet,,,0.000,0.000,326688.000,285575.000,297082.000
WeightedAverageNumberOfSharesOutstandingBasic,6319307.000,6319307.000,6012361.000,6012361.000,6012361.000,6012361.000,6029897.000
