,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdditionsToNoncurrentAssets,158100000.000,183600000.000,207200000.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,-4600000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,18600000.000,21300000.000,26300000.000,24000000.000,25100000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,22800000.000,10600000.000,10000000.000,18000000.000,17900000.000,600000.000
AdvertisingExpense,130200000.000,135700000.000,166400000.000,164900000.000,188500000.000,196700000.000
AmortizationOfFinancingCostsAndDiscounts,4300000.000,5600000.000,5700000.000,5700000.000,4700000.000,5400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,400000.000,900000.000,600000.000,600000.000,700000.000,3000000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,330400000.000,,,,434100000.000
BusinessAcquisitionsProFormaRevenue,,16241300000.000,,,,21945600000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,21700000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,790500000.000
CapitalExpendituresIncurredButNotYetPaid,,,28100000.000,16300000.000,25300000.000,29100000.000
CapitalLeaseObligationsIncurred,24200000.000,20100000.000,10200000.000,11600000.000,27300000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-8500000.000,-16900000.000,-500000.000,6200000.000,-1300000.000,-9300000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,0.000,-6300000.000,0.000,0.000,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,0.000,0.000,0.000,0.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,500000.000,-1000000.000,5200000.000,-1100000.000,-1000000.000,-1300000.000
CooperativeAdvertisingAmount,28200000.000,38300000.000,42400000.000,47100000.000,56400000.000,58500000.000
CostOfRevenue,11528300000.000,13182400000.000,14757700000.000,16120100000.000,17600500000.000,18295800000.000
CurrentFederalTaxExpenseBenefit,125300000.000,146900000.000,189700000.000,220900000.000,235000000.000,234900000.000
CurrentStateAndLocalTaxExpenseBenefit,21300000.000,25100000.000,28900000.000,32200000.000,34100000.000,31400000.000
DebtIssuanceCosts,,,,,6400000.000,
DeferredIncomeTaxExpenseBenefit,31300000.000,27100000.000,13400000.000,9500000.000,10300000.000,3700000.000
DeferredIncomeTaxesAndTaxCredits,31100000.000,26800000.000,9900000.000,9500000.000,10000000.000,3700000.000
DefinedContributionPlanCostRecognized,,,,5900000.000,6800000.000,6800000.000
DepreciationDepletionAndAmortization,83700000.000,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,-1600000.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-4600000.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,-3000000.000,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-1800000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,100000.000,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,61800000.000
EarlyRepaymentOfSeniorDebt,,,0.000,0.000,,
EarningsPerShareBasic,1.940,2.560,3.090,3.570,3.930,4.180
EarningsPerShareDiluted,1.910,2.520,3.040,3.520,3.890,4.150
EffectiveIncomeTaxRateContinuingOperations,0.384,0.386,0.378,0.385,0.386,0.385
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.000,0.000,-0.006,0.000,0.000,0.000
