,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,24000000.000,,,,160000000.000,,,,-538000000.000,,,,-27000000.000,,,,55000000.000,,,,969000000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,3894000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,-172000000.000,
CommonStockDividendsPerShareCashPaid,0.345,0.345,0.400,0.400,0.400,0.400,0.410,0.410,0.410,0.410,0.430,0.430,0.430,0.430,0.470,0.470,0.470,0.470,0.475,0.475,0.475,0.475,0.480,0.480
ComprehensiveIncomeNetOfTax,838000000.000,759000000.000,304000000.000,678000000.000,499000000.000,,568000000.000,470000000.000,157000000.000,1351000000.000,505000000.000,557000000.000,804000000.000,-113000000.000,225000000.000,575000000.000,781000000.000,87000000.000,228000000.000,525000000.000,497000000.000,3000000.000,278000000.000,632000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,13000000.000,12000000.000,8000000.000,11000000.000,16000000.000,,11000000.000,12000000.000,20000000.000,13000000.000,13000000.000,7000000.000,10000000.000,4000000.000,3000000.000,6000000.000,9000000.000,4000000.000,3000000.000,9000000.000,12000000.000,7000000.000,4000000.000,9000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,851000000.000,771000000.000,312000000.000,689000000.000,515000000.000,,579000000.000,482000000.000,177000000.000,1364000000.000,518000000.000,564000000.000,814000000.000,-109000000.000,228000000.000,581000000.000,790000000.000,91000000.000,231000000.000,534000000.000,509000000.000,10000000.000,282000000.000,641000000.000
CostOfGoodsAndServicesSold,3548000000.000,3790000000.000,3254000000.000,3583000000.000,3856000000.000,3951000000.000,3346000000.000,3587000000.000,3776000000.000,4008000000.000,3370000000.000,3417000000.000,3674000000.000,3918000000.000,3307000000.000,3234000000.000,3269000000.000,3446000000.000,2824000000.000,2934000000.000,3032000000.000,-530000000.000,1851000000.000,2017000000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,83000000.000,83000000.000,83000000.000,,86000000.000,86000000.000,86000000.000,,92000000.000,92000000.000,92000000.000,,88000000.000,88000000.000,88000000.000,,86000000.000,86000000.000
DefinedBenefitPlanInterestCost,,,,,,,56000000.000,57000000.000,56000000.000,,62000000.000,60000000.000,62000000.000,,60000000.000,61000000.000,60000000.000,,50000000.000,49000000.000,50000000.000,,42000000.000,42000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,57000000.000,59000000.000,57000000.000,55000000.000,36000000.000,34000000.000,37000000.000,46000000.000,38000000.000,38000000.000,38000000.000,53000000.000,24000000.000,25000000.000,24000000.000,22000000.000,30000000.000,30000000.000
