,2012-04-30,2013-04-30,2014-04-30,2015-04-30,2016-04-30
AdjustmentsToAdditionalPaidInCapitalOther,,170040.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,623.000,,,,
CashPeriodIncreaseDecrease,,-1055.000,,,
Depreciation,268.000,,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.010,-0.010,-0.010,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-0.340,-0.340,0.340
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,-0.340,,,
GeneralAndAdministrativeExpense,60824.000,-48722.000,29685.000,15317.000,11388.000
IncomeLossFromContinuingOperations,,48722.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,23391.000,47089.000,16234.000,1067.000,-2259.000
IncreaseDecreaseInDeferredIncomeTaxes,,11994.000,,,
IncreaseDecreaseInDueToRelatedParties,,,45919.000,16384.000,9129.000
InterestExpense,4533.000,-5422.000,,,
InterestPaid,114.000,10.000,,,
LiabilitiesFairValueAdjustment,,187350.000,,,
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,6000.000,,,
NetCashProvidedByUsedInFinancingActivities,42589.000,6000.000,45919.000,16384.000,9129.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,42589.000,6000.000,45919.000,16384.000,9129.000
NetCashProvidedByUsedInOperatingActivities,-41966.000,-7055.000,-45919.000,-16384.000,-9129.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-41966.000,-7055.000,-45919.000,-16384.000,-9129.000
NetIncomeLoss,-65625.000,-36834.000,-29685.000,-15317.000,-11388.000
NonoperatingGainsLosses,,-17310.000,,,
OperatingExpenses,,,,,11388.000
OperatingIncomeLoss,-61092.000,,-29685.000,-15317.000,
OtherIncome,,170040.000,,,
ProceedsFromLinesOfCredit,42589.000,,,,
ProceedsFromLoans,,17310.000,,,
ProfessionalFees,,,,16384.000,9129.000
ProfitLoss,,36834.000,,,
SaleOfStockConsiderationReceivedOnTransaction,,190000.000,,,
SaleOfStockNumberOfSharesIssuedInTransaction,,4200000.000,,,
SaleOfStockPercentageOfOwnershipAfterTransaction,,0.962,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,4366649.000,4366649.000,4366649.000,4366649.000
