,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,3562236.000,987190.000,520358.000,677507.000,739917.000,581503.000,625620.000,577885.000,606860.000,420337.000,487146.000,559905.000,675098.000,335936.000,292266.000,454771.000,270853.000,361022.000,393000.000,338062.000,261522.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,13750.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,118126.000,75341.000,80168.000,76540.000
AccountsReceivableNetCurrent,2571796.000,469084.000,309354.000,506266.000,306185.000,771410.000,286976.000,361868.000,330048.000,562583.000,258141.000,237127.000,65220.000,9874.000,29476.000,55067.000,51153.000,13057.000,549.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,4082736.000,,,,5588679.000,,,,1774037.000,,,,2074926.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,-251613.000
AdditionalPaidInCapitalCommonStock,86740374.000,86850918.000,86953180.000,95671664.000,95888022.000,96013439.000,96106122.000,97772946.000,101539455.000,106302018.000,109947789.000,111011127.000,113686774.000,118415884.000,119709710.000,121181840.000,122454420.000,122556491.000,123809602.000,124893220.000,127176804.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,10500.000,,,,10500.000,,,,21300.000,,,
Assets,21371207.000,16807662.000,13792018.000,20222461.000,16133716.000,13813608.000,11727502.000,20210391.000,17671460.000,14771245.000,12519654.000,10261848.000,8162060.000,6849524.000,5475498.000,4094542.000,3342784.000,10599292.000,8904893.000,7629264.000,2909056.000
AssetsCurrent,13232154.000,8190172.000,5321855.000,11774256.000,7961055.000,5809567.000,3995973.000,12839201.000,10653049.000,8043709.000,6136695.000,4208683.000,2443427.000,4776994.000,3481494.000,2179062.000,1499224.000,8827651.000,7205172.000,5998147.000,1350142.000
CashAndCashEquivalentsAtCarryingValue,7124791.000,3974960.000,1987637.000,8520232.000,4172818.000,2004391.000,758926.000,2817859.000,1061823.000,1169093.000,1609466.000,1976442.000,604533.000,3436198.000,2218377.000,853711.000,317028.000,1006743.000,1259394.000,674490.000,301005.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,,250000.000,,,
CertificatesOfDepositAtCarryingValue,,,,,,1000000.000,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,1.700,,,,1.700,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,17281107.000,17281107.000,17281107.000,17281107.000,,,,,,,9875.000,,,
ClassOfWarrantOrRightOutstanding,,,,,11896070.000,,8474220.000,20155981.000,20155981.000,,20997951.000,21668968.000,93313.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
CommonStockSharesAuthorized,125000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,350000000.000,350000000.000,350000000.000,350000000.000,7000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,85503302.000,85516139.000,85531114.000,113211091.000,113260006.000,113260006.000,113290364.000,118198330.000,142807864.000,180401405.000,216045389.000,221511725.000,5017793.000,7238293.000,34457638.000,2693449.000,3934728.000,3967982.000,9086972.000,177644.000,43006598.000
CommonStockSharesOutstanding,85503302.000,85516139.000,85531114.000,113211091.000,113260006.000,113260006.000,113290364.000,118198330.000,142807864.000,180401405.000,216045389.000,221511725.000,5017793.000,7238293.000,34457638.000,2693449.000,3934728.000,3967982.000,9086972.000,177644.000,43006598.000
