,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3944.000,,,,-1526.000,,,,-6361.000,,
Communication,250.000,400.000,5066.000,8200.000,4300.000,4300.000,4000.000,4000.000,4604.000,4300.000,4300.000,39713.000,4328.000
CostsAndExpenses,60272.000,64096.000,56588.000,46709.000,54686.000,474494.000,37328.000,10239.000,-8105.000,13668.000,38748.000,122690.000,13316.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,28772.000,25410.000,20272.000,7259.000,19136.000,23577.000,12495.000,6239.000,7557.000,9368.000,34448.000,101973.000,8988.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,52644.000,,,,35802.000,,,,1887.000,,
InterestAndOtherIncome,88.000,90.000,,,127.000,,2.000,8.000,,,,,
LegalFees,,7036.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,,,,30500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,,,30500.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,-2.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,-2.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-3944.000,,,,-1524.000,,,,-36861.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3944.000,,,,-1524.000,,,,-36861.000,,
NetIncomeLoss,-60184.000,-64006.000,-56588.000,-46709.000,-54559.000,-474454.000,-37326.000,-10231.000,8105.000,-13533.000,-38748.000,-122690.000,-13316.000
NoninterestExpenseDirectorsFees,,,6250.000,,,,6250.000,,,,6250.000,,
OfficersCompensation,,,31250.000,31250.000,31250.000,31250.000,20833.000,,,,,,
PaymentsToAcquireRestrictedCertificatesOfDeposit,,,,,,,2.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,30500.000,,
RecoveryOfDirectCosts,,,,,,,,,20266.000,,,18996.000,
Revenues,88.000,90.000,,,127.000,,2.000,8.000,,,,,
SalariesAndWages,31250.000,31250.000,,,,,,,,,,,
SalesRevenueNet,88.000,90.000,,,127.000,,2.000,8.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,75133824.000,75537283.000,75837527.000,-150446064.000,79670752.000,79670752.000,84737633.000,-160388209.000,95510190.000,95545814.000,97210338.000
