,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,644000.000,,,,4302000.000,,,,7664000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,294000.000
AmortizationOfIntangibleAssets,1249165.000,443000.000,882000.000,1000000.000,1056000.000,1056000.000,1056000.000,1057000.000,1056000.000,1159000.000,1383000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,3528635.000,,,,7220371.000,,,,1023080.000
BusinessAcquisitionsProFormaNetIncomeLoss,-1744485.000,-2543000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,17142302.000,14283000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-533000.000,,,,-1207000.000,,,,-1083000.000
ComprehensiveIncomeNetOfTax,-2412407.000,-2555000.000,-2912000.000,-1692000.000,-3189000.000,-3886000.000,-4289000.000,-4173000.000,-4705000.000,-14315000.000,-6045000.000
CostOfGoodsSold,,,8650000.000,10349000.000,8601000.000,13163000.000,8042000.000,7448000.000,6873000.000,6662000.000,8054000.000
CostOfRevenue,11464868.000,10008000.000,10075000.000,12001000.000,10486000.000,15066000.000,10140000.000,9888000.000,8142000.000,10070000.000,10193000.000
CostOfServices,,,1425000.000,1652000.000,1885000.000,1903000.000,2098000.000,2440000.000,1269000.000,3408000.000,2139000.000
CostOfServicesDepreciationAndAmortization,,,,,,,263000.000,287000.000,334000.000,449000.000,401000.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-7000.000,,,,17000.000,,,,11000.000
DebtInstrumentPeriodicPaymentPrincipal,,,42000.000,,,,,,,,
DepreciationAndAmortization,86000.000,70000.000,85000.000,78000.000,148000.000,169000.000,,,,,
DepreciationDepletionAndAmortization,,,121000.000,,,,263000.000,,,,401000.000
EarningsPerShareBasicAndDiluted,-0.130,-0.130,-0.150,-0.090,-0.160,-0.150,-0.170,-0.170,-0.180,-15.090,-2.790
EffectOfExchangeRateOnCashAndCashEquivalents,,,-7000.000,,,,17000.000,,,,11000.000
EmployeeBenefitsAndShareBasedCompensation,245369.000,294000.000,254000.000,58000.000,293000.000,351000.000,338000.000,336000.000,334000.000,298000.000,262000.000
ForeignCurrencyTransactionGainLossUnrealized,-5525.000,-6000.000,-7000.000,3000.000,-17000.000,70000.000,17000.000,2000.000,15000.000,-13000.000,11000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,41000.000,,56000.000
GeneralAndAdministrativeExpense,,,3274000.000,2953000.000,3542000.000,4486000.000,3965000.000,3452000.000,3699000.000,4153000.000,4658000.000
GrossProfit,5679937.000,4275000.000,4047000.000,5696000.000,4388000.000,5198000.000,3947000.000,3444000.000,3098000.000,4438000.000,3288000.000
IncomeLossFromContinuingOperations,,,,,,,,,,,-6047000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2462467.000,-2549000.000,-2905000.000,-1695000.000,-3172000.000,-3956000.000,-4306000.000,-4175000.000,-4720000.000,-13531000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,-9000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,1252000.000,,,,-787000.000,,,,-5392000.000
IncreaseDecreaseInAccountsPayable,,,814000.000,,,,-848000.000,,,,-499000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-488000.000,,,,-1323000.000,,,,168000.000
IncreaseDecreaseInDeferredRevenue,,,-201000.000,,,,3371000.000,,,,-3689000.000
IncreaseDecreaseInInventories,,,-68000.000,,,,67000.000,,,,-278000.000
IncreaseDecreaseInOtherCurrentAssets,,,27000.000,,,,-140000.000,,,,-420000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,-34000.000,,,,-103000.000,,,,-82000.000
IncreaseDecreaseInOtherOperatingAssets,,,2000.000,,,,-1000.000,,,,3000.000
IncreaseDecreaseInPrepaidExpensesOther,,,-354000.000,,,,-446000.000,,,,-3301000.000
InterestExpense,104497.000,,-99000.000,-121000.000,-120000.000,788000.000,143000.000,255000.000,639000.000,706000.000,684000.000
InterestIncomeExpenseNet,,-95000.000,-99000.000,-121000.000,-120000.000,-108000.000,-143000.000,-255000.000,-639000.000,-706000.000,-684000.000
InterestPaid,,,76000.000,,,,142000.000,,,,237000.000
LineOfCreditFacilityInterestRateDuringPeriod,,,0.052,,,,,,,,
LossContingencyAccrualCarryingValuePayments,,,214000.000,,,,,,,,
LossContingencyAccrualPayments,,,,,,,214000.000,,,,214000.000
MaintenanceRevenue,2973084.000,2744000.000,,,,,,,,,
MarketableSecuritiesUnrealizedGainLoss,,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,1854000.000,,,,-758000.000,,,,-2269000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1854000.000,,,,-758000.000,,,,-2269000.000
NetCashProvidedByUsedInInvestingActivities,,,-119000.000,,,,-462000.000,,,,-433000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-119000.000,,,,-462000.000,,,,-433000.000
NetCashProvidedByUsedInOperatingActivities,,,-2261000.000,,,,-4000.000,,,,1608000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2261000.000,,,,-4000.000,,,,1608000.000
NetIncomeLoss,-2406882.000,-2543000.000,-2900000.000,-1697000.000,-3168000.000,-3953000.000,-4302000.000,-4171000.000,-4716000.000,-13925000.000,-6052000.000
NetIncomeLossAttributableToNoncontrollingInterest,-55585.000,-6000.000,-5000.000,2000.000,-4000.000,-3000.000,-4000.000,-4000.000,-4000.000,-377000.000,-4000.000
OccupancyNet,230813.000,305000.000,,,,,,,,,
OperatingExpenses,8049951.000,6735000.000,6858000.000,7391000.000,7511000.000,9010000.000,8129000.000,7392000.000,7240000.000,15889000.000,8642000.000
OperatingIncomeLoss,-2370014.000,-2461000.000,-2811000.000,-1695000.000,-3123000.000,-3812000.000,-4182000.000,-3948000.000,-4142000.000,-11451000.000,-5354000.000
OtherGeneralAndAdministrativeExpense,804834.000,1206000.000,,,,,,,,,
OtherIncome,12044.000,7000.000,5000.000,32000.000,2000.000,-4000.000,20000.000,19000.000,15000.000,-320000.000,-65000.000
OtherNonoperatingIncomeExpense,-92453.000,-88000.000,-94000.000,,-49000.000,,-124000.000,-227000.000,-578000.000,-2093000.000,-693000.000
OtherOperatingActivitiesCashFlowStatement,,,,,,,2000.000,,,,13000.000
PaymentsForSoftware,,,,,,,,,,,351000.000
PaymentsToAcquireProductiveAssets,,,22000.000,,,,48000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,82000.000
PaymentsToAcquireSoftware,,,97000.000,,,,414000.000,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,1980000.000,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,-588000.000,,,,-2269000.000
ProceedsFromRepaymentsOfNotesPayable,,,-1000.000,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,-3000.000,,,,
ProfessionalFees,87001.000,141000.000,132000.000,50000.000,98000.000,188000.000,26000.000,11000.000,10000.000,24000.000,14000.000
ProfitLoss,-2462467.000,-2549000.000,-2905000.000,-1695000.000,-3172000.000,-3956000.000,-4306000.000,-4175000.000,-4720000.000,-14302000.000,-6056000.000
ProvisionForDoubtfulAccounts,,,,,,,212000.000,,,,
RepaymentsOfShortTermDebt,,,125000.000,,,,167000.000,,,,
ResearchAndDevelopmentExpense,,,163000.000,251000.000,207000.000,14000.000,587000.000,537000.000,587000.000,566000.000,558000.000
Revenues,17144805.000,14283000.000,14122000.000,17697000.000,14874000.000,20264000.000,14087000.000,13332000.000,11240000.000,14508000.000,13481000.000
