,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,33417000.000,35905000.000,37200000.000,40040000.000,39324000.000,40865000.000,31186000.000,31530000.000,31373000.000,39229000.000,38672000.000,38132000.000,36151000.000,38827000.000,37777000.000,37335000.000,42384000.000,42620000.000,35659000.000,34726000.000,37405000.000,42545000.000,30072000.000,34719000.000
AccountsPayableCurrent,,,,,6543000.000,8246000.000,3040000.000,5046000.000,4960000.000,13758000.000,12759000.000,13839000.000,9625000.000,12990000.000,10148000.000,14137000.000,14047000.000,14498000.000,11406000.000,8096000.000,7323000.000,11805000.000,6390000.000,6808000.000
AccountsReceivableGrossCurrent,,,,,,19018000.000,,,,15555000.000,,,,15912000.000,,,,24229000.000,,,,16204000.000,,
AccountsReceivableNetCurrent,16620000.000,11205000.000,10644000.000,11265000.000,13370000.000,14910000.000,10900000.000,12040000.000,10584000.000,11406000.000,10078000.000,10470000.000,7750000.000,12118000.000,18609000.000,9864000.000,12563000.000,22409000.000,22991000.000,16100000.000,15027000.000,15253000.000,10223000.000,9972000.000
AccruedIncomeTaxesCurrent,,2032000.000,1887000.000,379000.000,2021000.000,744000.000,,,178000.000,79000.000,,,1086000.000,4336000.000,159000.000,0.000,0.000,1187000.000,0.000,0.000,0.000,0.000,1991000.000,427000.000
AccruedInsuranceCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,3500000.000,,,,3500000.000,,
AccruedLiabilitiesCurrent,,,,,8795000.000,8247000.000,8673000.000,7858000.000,7232000.000,8613000.000,7758000.000,7373000.000,7252000.000,7874000.000,8556000.000,5365000.000,6906000.000,10588000.000,9101000.000,8675000.000,7348000.000,8239000.000,8725000.000,11239000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,126514000.000,127923000.000,133398000.000,137403000.000,140761000.000,143439000.000,138315000.000,142368000.000,144968000.000,149242000.000,154172000.000,153726000.000,157694000.000,160246000.000,163481000.000,166206000.000,168664000.000,171884000.000,175837000.000,178663000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,11000.000,17000.000,19000.000,20000.000,19000.000,19000.000,19000.000,18000.000,15000.000,9000.000
AdditionalPaidInCapitalCommonStock,155343000.000,156497000.000,163233000.000,165865000.000,167158000.000,166970000.000,168528000.000,169937000.000,171064000.000,171087000.000,171461000.000,173190000.000,174227000.000,174376000.000,175242000.000,176538000.000,177311000.000,178202000.000,179112000.000,180481000.000,181398000.000,182615000.000,183161000.000,184043000.000
