,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,0.000,,0.000,,0.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,112012.000,,,,10909.000,,,,444956.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,71350.000,,,,431869.000,,,,2045627.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,,112012.000,399060.000,677916.000,929199.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,2301270.000,24491674.000,30951674.000,-26513777.000,,,,,15017641.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,5000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,-4375780.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-3917493.000,,-4816897.000,,
DepreciationDepletionAndAmortization,,,,,2739.000,,,,5322.000,,,,7054.000,,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.630,0.260,-0.070,-0.360,-0.200,-0.390,-0.220,-0.110,-0.140,-0.160,-0.130,-0.080,-0.120
FairValueAdjustmentOfWarrants,,,8846434.000,,387898.000,,,,,-2483619.000,-735227.000,,-60162.000,391172.000,
GeneralAndAdministrativeExpense,166713.000,154067.000,386463.000,650620.000,698450.000,1280788.000,1791794.000,1785368.000,1078727.000,1471836.000,1465939.000,1769706.000,1747351.000,1704674.000,1963527.000
GoodwillImpairmentLoss,,,,,,,,,,,,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,-6413490.000,-7618626.000
IncomeTaxExpenseBenefit,0.000,,,,0.000,,0.000,,,,,,,-1908003.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,69639.000,,,,,,,,2276921.000,,,,88922.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,44942.000,,,,247525.000,,,,92583.000,,
InterestExpenseRelatedParty,1711.000,4880.000,6355.000,-1.000,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,-10712.000,,,,-1082331.000,,,,-2772053.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,100000.000,,,,,,,,33365.000,,,,2180.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,100000.000,,,,,,,,33365.000,,,,2180.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-43795.000,,,,-6603.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-43795.000,,,,-6603.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-110712.000,,,,-1038536.000,,,,-2798815.000,,,,-4377960.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-110712.000,,,,-1038536.000,,,,-2798815.000,,,,-4377960.000,,
NetIncomeLoss,,,,,,-3104445.000,-4397826.000,,-4844442.000,-3030434.000,-3917493.000,-5206269.000,-4816897.000,-4505487.000,-7618626.000
NetIncomeLossAvailableToCommonStockholdersBasic,-182062.000,-168155.000,-9311759.000,4381134.000,-1470405.000,-7949088.000,-7397826.000,-5375201.000,,-3030434.000,-3917493.000,,,-4505487.000,-7618626.000
NonoperatingIncomeExpense,,,-8852789.000,,-387898.000,,,,,,,,,,
OperatingIncomeLoss,-180351.000,-163275.000,-458970.000,-869513.000,-1082507.000,-3104445.000,-4397826.000,-5375201.000,-4844442.000,-5514053.000,-4652720.000,-5794270.000,-4877059.000,-6022318.000,-4908179.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,43795.000,,,,6603.000,,,,,,
PreferredStockDividendsIncomeStatementImpact,,,,,,4844643.000,3000000.000,,,,,,,,
ProceedsFromRelatedPartyDebt,100000.000,,,,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,,,,,,,33365.000,,,,2180.000,,
ResearchAndDevelopmentExpense,13638.000,9208.000,72507.000,218893.000,384057.000,1823657.000,2606032.000,3589833.000,3765715.000,4042217.000,3186781.000,4024564.000,3129708.000,4317644.000,2944652.000
ShareBasedCompensation,,,,,112012.000,,,,10909.000,,,,501116.000,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,56160.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,,,,,33367.000,,,,2180.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9000000.000,9000000.000,14735551.000,-19917607.000,20211376.000,22273397.000,22273397.000,-43003547.000,22289647.000,26642889.000,27297311.000,-49169521.000,37919087.000,60053612.000,63301676.000
