,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,0.000,
CostsAndExpensesRelatedParty,,40000.000,40000.000,40000.000,40000.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.020,-0.020,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
GeneralAndAdministrativeExpense,20498.000,19323.000,17861.000,17894.000,18883.000,19717.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-72676.000,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-26250.000,27018.000,28167.000,29703.000,31222.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,26250.000,-27018.000,-28167.000,-29703.000,-31222.000
IncreaseDecreaseInAccountsPayable,2540.000,-2540.000,-2102.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,110.000,2971.000,4706.000
IncreaseDecreaseInInterestPayableNet,12178.000,15677.000,17330.000,22585.000,,29490.000
InterestExpense,12178.000,15677.000,19332.000,85938.000,,
InterestExpenseRelatedParty,,,,22585.000,25980.000,29490.000
ManagementFeeExpense,,,,,,40000.000
NetCashProvidedByUsedInFinancingActivities,57958.000,61863.000,62135.000,57784.000,55912.000,55011.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,57958.000,61863.000,62135.000,57784.000,55912.000,55011.000
NetCashProvidedByUsedInOperatingActivities,-57958.000,-61863.000,-62135.000,-57784.000,-55912.000,-55011.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-57958.000,-61863.000,-62135.000,-57784.000,-55912.000,-55011.000
NetIncomeLoss,,-75000.000,-77193.000,-80479.000,-84863.000,-89207.000
NonoperatingIncomeExpense,-12178.000,,,,,
OperatingExpenses,60498.000,59323.000,57861.000,57894.000,58883.000,59717.000
ProceedsFromNotesPayable,57958.000,61863.000,62135.000,57784.000,,
ProceedsFromRelatedPartyDebt,,,,,55912.000,55011.000
ProfitLoss,-72676.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,5199000.000,5199000.000,5199000.000,5199000.000,5199000.000
