,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
PaymentsToAcquireIntangibleAssets,,2240000.000,,,,736000.000,,,,235000.000,,,,623000.000
PaymentsToAcquireManagementContractRights,,35304000.000,,,,43154000.000,,,,63000.000,,,,0.000
PaymentsToAcquireMarketableSecurities,,60000000.000,,,,,,,,,,,,
PaymentsToAcquireOtherInvestments,,3000000.000,,,,,,,,,,,,
PaymentsToAcquireOtherProductiveAssets,,,,,,67000.000,,,,,,,,
PaymentsToAcquireShortTermInvestments,,60000000.000,,,,,,,,,,,,
ProceedsFromInsuranceSettlementInvestingActivities,,,,,,2984000.000,,,,0.000,,0.000,,
ProceedsFromIssuanceOfSecuredDebt,,,,,,,,,,,,,,324750000.000
ProceedsFromLinesOfCredit,,,,,,22500000.000,,,,21000000.000,,,,0.000
ProceedsFromSaleOfOtherAssets1,,2300000.000,,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,188000.000,,,,926000.000,,,,239000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,188000.000,,,,926000.000,,,,
ProvisionForDoubtfulAccounts,,2499000.000,4760000.000,4017000.000,4380000.000,3557000.000,3538000.000,3713000.000,4116000.000,3980000.000,3736000.000,5585000.000,6323000.000,4682000.000
QuantifyingMisstatementInCurrentYearFinancialStatementsAmount,,,,3800000.000,,2000000.000,,,,2000000.000,,,,
RepaymentsOfLinesOfCredit,,,,,,10000000.000,,,,5000000.000,,,,0.000
RepaymentsOfLongTermCapitalLeaseObligations,,1971000.000,,,,2280000.000,,,,1974000.000,,,,2361000.000
RepaymentsOfSecuredDebt,,,,,,,,,,,,,,300000000.000
RestructuringCostsAndAssetImpairmentCharges,,,,,,,,57991000.000,,45000.000,-725000.000,,,0.000
RestructuringSettlementAndImpairmentProvisions,,,,,,,,,,,,2445000.000,,0.000
Revenues,,130154000.000,134199000.000,146895000.000,152429000.000,152197000.000,157913000.000,168577000.000,175034000.000,174253000.000,180807000.000,198335000.000,204512000.000,205353000.000
SalesRevenueNet,,130154000.000,134199000.000,146895000.000,152429000.000,152197000.000,157913000.000,168577000.000,175034000.000,174253000.000,180807000.000,198335000.000,204512000.000,205353000.000
SalesRevenueServicesGross,,4834000.000,4719000.000,5517000.000,6910000.000,5225000.000,6992000.000,5503000.000,4980000.000,5011000.000,5826000.000,6005000.000,6013000.000,5391000.000
SellingExpense,,25579000.000,28739000.000,26884000.000,26168000.000,25275000.000,31244000.000,33200000.000,33229000.000,28880000.000,37343000.000,32633000.000,32565000.000,34798000.000
ShareBasedCompensation,,445000.000,,,,789000.000,,,,58000.000,,,,427000.000
WriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,,3259000.000
