,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,1726773.000,,,,1800958.000,,,,,,,,,,
AmortizationOfAboveAndBelowMarketLeases,,,,,,,72258.000,,,,76987.000,,,,70757.000,,
AmortizationOfFinancingCosts,,,105738.000,,,,70695.000,,,,51162.000,,,,41354.000,,
AssetManagementCosts,,58255.000,135761.000,149039.000,148365.000,246637.000,301529.000,301529.000,301529.000,301529.000,,,,,,,
AssetManagementFees,,,,,,,300000.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,-928048.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,3158679.000,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,670599.000,88641.000,579101.000,195739.000,883356.000,1548494.000,33693.000,10902.000,1727.000,11976.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4357719.000,,,,4213420.000,,,,-866774.000,,,,6456308.000,,
CommonStockDividendsPerShareDeclared,,,,,,,0.002,,,,0.002,,,,0.002,,
ComprehensiveIncomeNetOfTax,,,,,,,-1045947.000,-467105.000,-71778.000,-411325.000,-606976.000,-1042253.000,-1308532.000,-2771834.000,1680.000,-465847.000,-1219852.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-1609928.000,-1040051.000,-1334010.000,,,,,,,,,,,,
CostOfOtherPropertyOperatingExpense,6266.000,401263.000,615699.000,654238.000,623309.000,782547.000,729274.000,798560.000,741128.000,644294.000,762936.000,752387.000,746914.000,531478.000,692948.000,667799.000,682308.000
CostsAndExpenses,1058580.000,1190743.000,,2116639.000,2727127.000,,2941087.000,3050234.000,2902214.000,2931972.000,2951542.000,2673779.000,2717769.000,3440900.000,,,
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,10000.000,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,20000.000,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,20000.000,,,,10000.000,,,,,,
DepreciationAndAmortization,55250.000,331718.000,903727.000,935254.000,934719.000,1690981.000,1763216.000,1761194.000,1764486.000,1726686.000,1721974.000,1551885.000,1553665.000,1386793.000,1504471.000,1497735.000,1499495.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,1504471.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,238411.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,134334.000,253082.000,,308289.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,343130.000,20781.000,,7292.000,,
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,,,,,,,199433.000,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,125481.000,116498.000,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,198765.000,168976.000,,79189.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,259815.000,369580.000,,104836.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,658013.000,538556.000,,184025.000,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,,,,,,1300000.000,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,,,1100000.000,,,,,,,,,,
DividendsCommonStockCash,,,565867.000,,,,1125577.000,,,,1323429.000,,,,1323429.000,,
DividendsCommonStockStock,,,,,,,411412.000,,,,455848.000,,,,,,
EarningsPerShareBasicAndDiluted,-0.760,-0.300,-0.460,-0.200,-0.250,-0.360,-0.110,-0.080,-0.060,-0.050,-0.070,-0.120,-0.070,-0.300,-0.070,-0.060,-0.150
