,2011-07-31,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31
IncomeLossFromEquityMethodInvestments,-24000.000,-9000.000,-13000.000,-123000.000,-79000.000,-20000.000,-32000.000,-6000.000
IncomeTaxExpenseBenefit,632000.000,229000.000,833000.000,1313000.000,2003000.000,678000.000,1066000.000,38000.000
IncreaseDecreaseInAccountsPayable,,,-3040000.000,,,,-2196000.000,
IncreaseDecreaseInAccountsReceivable,,,4853000.000,,,,3406000.000,
IncreaseDecreaseInAccruedLiabilities,,,1371000.000,,,,1314000.000,
IncreaseDecreaseInDeferredCompensation,,,5000.000,,,,64000.000,
IncreaseDecreaseInDeferredRevenue,,,1143000.000,,,,2336000.000,
IncreaseDecreaseInIncomeTaxesReceivable,,,-723000.000,,,,-763000.000,
IncreaseDecreaseInInventories,,,-688000.000,,,,91000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-65000.000,,,,-47000.000,
IncreaseDecreaseInPrepaidExpense,,,-47000.000,,,,-43000.000,
InterestExpense,548000.000,722000.000,877000.000,922000.000,846000.000,826000.000,791000.000,1864000.000
NetCashProvidedByUsedInFinancingActivities,,,5007000.000,,,,-3653000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,5007000.000,,,,-3653000.000,
NetCashProvidedByUsedInInvestingActivities,,,-4641000.000,,,,-1406000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4641000.000,,,,-1406000.000,
NetCashProvidedByUsedInOperatingActivities,,,206000.000,,,,4195000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,206000.000,,,,4195000.000,
NetIncomeLoss,736000.000,-187000.000,954000.000,1602000.000,2186000.000,-298000.000,1431000.000,-144000.000
NetIncomeLossAttributableToNoncontrollingInterest,213000.000,282000.000,268000.000,236000.000,304000.000,168000.000,185000.000,195000.000
NonoperatingIncomeExpense,-639000.000,-907000.000,-849000.000,-857000.000,-112000.000,-626000.000,-777000.000,-1796000.000
OperatingIncomeLoss,2220000.000,1778000.000,2896000.000,4020000.000,4604000.000,1174000.000,3459000.000,1885000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,121000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,-40000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-30000.000,-66000.000,,-40000.000,-66000.000
OtherNonoperatingIncome,-91000.000,-185000.000,28000.000,65000.000,734000.000,200000.000,14000.000,68000.000
OtherRestructuringCosts,,,,,,,,74000.000
PaymentsForProceedsFromOtherInvestingActivities,,,0.000,,,,,
PaymentsOfDebtExtinguishmentCosts,,,,,,,,387000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,3116000.000,,,,0.000,
PaymentsToAcquireLifeInsurancePolicies,,,1000.000,,,,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,2000000.000,,,,1406000.000,
ProceedsFromIssuanceOfDebt,,,7111000.000,,,,1595000.000,
ProceedsFromLifeInsurancePolicies,,,,,,,0.000,
ProceedsFromStockOptionsExercised,,,34000.000,,,,75000.000,
ProfitLoss,,95000.000,1222000.000,1838000.000,2490000.000,-130000.000,1616000.000,51000.000
ProvisionForDoubtfulAccounts,,,87000.000,,,,403000.000,
RepaymentsOfDebt,,,2165000.000,,,,5323000.000,
RestructuringAndRelatedCostIncurredCost,,,,,,,,1037000.000
RestructuringCharges,,,,,,,,1037000.000
SalesRevenueServicesNet,37955000.000,40498000.000,43453000.000,47329000.000,49921000.000,43844000.000,45017000.000,46186000.000
SellingGeneralAndAdministrativeExpense,6811000.000,7681000.000,8412000.000,8667000.000,9294000.000,9406000.000,10039000.000,11539000.000
SeveranceCosts,,,,,,,,963000.000
ShareBasedCompensation,,,152000.000,,,,588000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,395000.000,467000.000,506000.000,552000.000,610000.000,-1092000.000,604000.000,611000.000
WeightedAverageNumberOfDilutedSharesOutstanding,11011000.000,11766000.000,11826000.000,11892000.000,11994000.000,-23760000.000,12094000.000,12209000.000
WeightedAverageNumberOfSharesOutstandingBasic,10616000.000,11299000.000,11320000.000,11340000.000,11384000.000,-22668000.000,11490000.000,11598000.000
