,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,1590000000.000,1702000000.000,1563000000.000,1646000000.000,1687000000.000,1613000000.000,1643000000.000,1730000000.000,1730000000.000,1879000000.000,1879000000.000,1868000000.000,1903000000.000,1971000000.000,1973000000.000,1968000000.000,2050000000.000,2066000000.000,2049000000.000,2129000000.000,2024000000.000,2944000000.000,2851000000.000,2954000000.000,2707000000.000,2752000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,357000000.000,,,,386000000.000,,,,368000000.000,,,,339000000.000,,,,328000000.000,,,,311000000.000,,,,283000000.000
AccruedEmployeeBenefitsCurrent,,468000000.000,,,,803000000.000,,,,615000000.000,,,,434000000.000,,,,507000000.000,,,,804000000.000,,,,781000000.000
AccruedInsuranceCurrent,,696000000.000,,,,678000000.000,,,,796000000.000,,,,811000000.000,,,,865000000.000,,,,837000000.000,,,,976000000.000
AccruedLiabilitiesCurrent,1823000000.000,1894000000.000,1872000000.000,1916000000.000,1602000000.000,1709000000.000,1892000000.000,1800000000.000,1723000000.000,1932000000.000,2024000000.000,1884000000.000,1831000000.000,2063000000.000,2076000000.000,1986000000.000,1962000000.000,2436000000.000,2426000000.000,2298000000.000,2453000000.000,3063000000.000,2973000000.000,3045000000.000,3008000000.000,3230000000.000
AccruedSalariesCurrent,,256000000.000,,,,280000000.000,,,,489000000.000,,,,267000000.000,,,,345000000.000,,,,478000000.000,,,,431000000.000
AccruedVacationCurrent,,544000000.000,,,,552000000.000,,,,584000000.000,,,,576000000.000,,,,584000000.000,,,,690000000.000,,,,702000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,17750000000.000,18143000000.000,18404000000.000,18690000000.000,19090000000.000,18916000000.000,19096000000.000,19400000000.000,19786000000.000,19625000000.000,19730000000.000,20181000000.000,20734000000.000,21141000000.000,21442000000.000,21723000000.000,22227000000.000,21989000000.000,22506000000.000,22964000000.000,23480000000.000,22734000000.000,23317000000.000,23611000000.000,24139000000.000,24645000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,,,,,,,364000000.000,345000000.000,326000000.000,307000000.000,288000000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,156000000.000,,,,60000000.000,,,,,,,,,,,,,,,-523000000.000,-514000000.000,-502000000.000,-732000000.000,-622000000.000,
