,2011-06-18,2012-03-24,2012-06-16,2012-10-06,2013-03-23,2013-06-15
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,2849000.000,,,10965000.000,
AmortizationOfDebtDiscountPremium,,,1300000.000,1700000.000,1300000.000,606000.000
AmortizationOfFinancingCosts,,,1300000.000,1700000.000,1200000.000,
AmortizationOfFinancingCostsAndDiscounts,,2527000.000,,,2468000.000,
AmortizationOfIntangibleAssets,,,2200000.000,2400000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-16612000.000,,,9488000.000,
ComprehensiveIncomeNetOfTax,74003000.000,76706000.000,26853000.000,-4820000.000,-80708000.000,237479000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1287000.000,780000.000,1410000.000,1456000.000,1132000.000,750000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,75290000.000,77486000.000,28263000.000,-3364000.000,-79576000.000,238229000.000
ContributionsFromNoncontrollingInterests,,,,,811000.000,
CostOfGoodsSold,1657519000.000,1455759000.000,1485322000.000,1781259000.000,945106000.000,1087683000.000
DeferredIncomeTaxExpenseBenefit,,-67000.000,,,2721000.000,
DepreciationDepletionAndAmortization,,23624000.000,,,15100000.000,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,-1850000.000,550000.000,40719000.000,-265000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,339000.000,,,,,244700000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,-23307000.000,-68014000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,29000.000,-33000.000,1000.000,-234000.000,-69461000.000,-11644000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,46154000.000,-56370000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,551282000.000,57647000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,11000.000,,1954000.000,5759000.000,1321000.000,3954000.000
EarningsPerShareBasic,0.930,,0.730,-0.170,,2.620
EarningsPerShareBasicAndDiluted,,0.190,,,-0.750,
EarningsPerShareDiluted,0.930,,0.730,-0.170,,2.610
EffectOfExchangeRateOnCashAndCashEquivalents,,848000.000,,,-98000.000,
ForeignCurrencyTransactionGainLossRealized,,,,,88000.000,46000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,4054000.000,-3899000.000
GainLossOnSaleOfOtherAssets,,4203000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,4158000.000,,,426000.000,
GainsLossesOnExtinguishmentOfDebt,,,-433000.000,,,
GoodwillAllocationAdjustment,,,,,-13900000.000,
GrossProfit,258206000.000,170851000.000,233133000.000,175852000.000,108699000.000,100731000.000
IncomeLossFromContinuingOperations,,,,,3554000.000,1031000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,751000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,92703000.000,19432000.000,67583000.000,-25089000.000,-2088000.000,1859000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,82665000.000,17177000.000,65538000.000,-13630000.000,3864000.000,1782000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.200,,,0.040,
IncomeLossFromContinuingOperationsPerBasicShare,0.940,,0.750,-0.160,,0.010
IncomeLossFromContinuingOperationsPerDilutedShare,0.940,,0.740,-0.160,,0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,-198000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,-0.790,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,-0.130
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,-0.130
IncomeLossFromEquityMethodInvestments,3480000.000,1603000.000,1922000.000,3404000.000,2051000.000,1240000.000
IncomeTaxExpenseBenefit,13518000.000,3858000.000,3967000.000,-8055000.000,-3901000.000,1317000.000
IncreaseDecreaseInAccountsPayable,,59080000.000,,,23792000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-2262000.000,,,9371000.000,
IncreaseDecreaseInAccruedLiabilities,,-4171000.000,,,53228000.000,
IncreaseDecreaseInInventories,,47447000.000,,,3496000.000,
IncreaseDecreaseInOtherOperatingLiabilities,,-1811000.000,,,-5213000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,3877000.000,,,6037000.000,
IncreaseDecreaseInReceivables,,48146000.000,,,88120000.000,
IncreaseDecreaseInRestrictedCash,,-52000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,611000.000,,1061000.000,464000.000
InterestExpense,34837000.000,30836000.000,30757000.000,39953000.000,10248000.000,7487000.000
InterestExpenseDebt,,,,,,408000.000
InvestmentIncomeInterest,1166000.000,849000.000,1765000.000,1531000.000,1043000.000,1161000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,180000.000,,,430000.000,
MinorityInterestDecreaseFromRedemptions,,150000.000,,,-811000.000,
NetCashProvidedByUsedInFinancingActivities,,3790000.000,,,-61123000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3790000.000,,,-61123000.000,
NetCashProvidedByUsedInInvestingActivities,,-6969000.000,,,166604000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-6969000.000,,,166604000.000,
NetCashProvidedByUsedInOperatingActivities,,-14281000.000,,,-95895000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-14281000.000,,,-95895000.000,
NetIncomeLoss,81766000.000,16367000.000,64129000.000,-15320000.000,-66728000.000,234087000.000
NetIncomeLossAttributableToNoncontrollingInterest,1267000.000,777000.000,1410000.000,1456000.000,1131000.000,751000.000
OperatingIncomeLoss,122037000.000,46411000.000,98067000.000,18173000.000,-134000.000,22551000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-3377000.000,4953000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-13114000.000,52772000.000,-27711000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,-8748000.000,-2617000.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-8082000.000,10534000.000,-15841000.000,3832000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,1483000.000,,,-6231000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,0.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,-6102000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,-1312000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,-1089000.000,143000.000,194000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,-491000.000,-664000.000,0.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,-2617000.000,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,379000.000,-199000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,1055000.000,1719000.000,-1818000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,-61000.000,1636000.000,,554000.000,289000.000,-608000.000
OtherNoncashIncomeExpense,,370000.000,,,45000.000,
OtherNonoperatingIncomeExpense,4337000.000,3008000.000,-1492000.000,-4840000.000,7251000.000,-14366000.000
PaymentsForProceedsFromOtherInvestingActivities,,430000.000,,,1501000.000,
PaymentsOfDividendsMinorityInterest,,180000.000,,,430000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,14474000.000,,,6975000.000,
PaymentsToAcquireProductiveAssets,,13996000.000,,,27213000.000,
PensionAndOtherPostretirementBenefitExpense,,5158000.000,,,6059000.000,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,1300000.000,
ProceedsFromIssuanceOfLongTermDebt,,298836000.000,,,299500000.000,
ProceedsFromOtherDeposits,,,,,200000000.000,
ProceedsFromRepaymentsOfShortTermDebt,,30794000.000,,,-11497000.000,
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,,21879000.000,,,2293000.000,
ProfitLoss,83033000.000,17144000.000,65539000.000,-13864000.000,-65597000.000,234838000.000
RepaymentsOfLongTermDebt,,316973000.000,,,346459000.000,
RestructuringCharges,,1331000.000,,,,
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,,,0.000
SalesRevenueGoodsNet,1915725000.000,1626610000.000,1718455000.000,1957111000.000,1053805000.000,1188414000.000
SellingGeneralAndAdministrativeExpense,130233000.000,127312000.000,135082000.000,162645000.000,69400000.000,65261000.000
ShareBasedCompensation,,2849000.000,,,10965000.000,
UnrealizedGainLossOnDerivatives,,10751000.000,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,2700000.000,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,,,,,700000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,,88371000.000,87762000.000,89540000.000,89664000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,87760000.000,87762000.000,88479000.000,89200000.000
