,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,21258000.000,,,,,
AccountsPayableCurrent,14238000.000,16469000.000,22821000.000,21189000.000,20567000.000,22308000.000,55818000.000,41759000.000,33575000.000,44808000.000,47710000.000,47692000.000,32577000.000,33504000.000,35189000.000,34777000.000,34903000.000,32058000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,6322000.000,3060000.000,8312000.000,9958000.000,9108000.000
AccountsReceivableGrossCurrent,,,,,,,,,,,,,22348000.000,,,,,
AccountsReceivableNetCurrent,3700000.000,2536000.000,6039000.000,6293000.000,7342000.000,8659000.000,35397000.000,32169000.000,23435000.000,27120000.000,30121000.000,30347000.000,18605000.000,23405000.000,26134000.000,22483000.000,29251000.000,22234000.000
AccountsReceivableRelatedParties,,,,,1100000.000,1400000.000,1800000.000,1600000.000,,2000000.000,100000.000,,,,,,,
AccountsReceivableRelatedPartiesCurrent,8112000.000,21353000.000,18755000.000,12661000.000,16558000.000,18129000.000,23892000.000,20428000.000,14897000.000,11694000.000,10582000.000,7713000.000,2653000.000,8000000.000,10375000.000,13284000.000,12975000.000,12549000.000
AccrualForEnvironmentalLossContingencies,,,1300000.000,1394000.000,1238000.000,1522000.000,1427000.000,1486000.000,1074000.000,,,,2753000.000,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,594000.000,596000.000,1169000.000,1327000.000,1903000.000,2066000.000,3410000.000,,,,3311000.000,,,,7177000.000,
AccruedEmployeeBenefitsCurrent,,,,,,,,,2357000.000,,,,1561000.000,,,,151000.000,
AccruedEnvironmentalLossContingenciesCurrent,591000.000,636000.000,615000.000,424000.000,477000.000,486000.000,481000.000,601000.000,372000.000,,,,903000.000,,,,1602000.000,
AccruedEnvironmentalLossContingenciesNoncurrent,586000.000,541000.000,647000.000,970000.000,761000.000,1036000.000,946000.000,885000.000,702000.000,,,,1850000.000,,,,2567000.000,
AccruedIncomeTaxesCurrent,342000.000,438000.000,523000.000,716000.000,9000.000,37000.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,3299000.000,4667000.000,4929000.000,4869000.000,8050000.000,4412000.000,11544000.000,13039000.000,20961000.000,22869000.000,18168000.000,19177000.000,16721000.000,10668000.000,18191000.000,14475000.000,15705000.000,15704000.000
AccruedProfessionalFeesCurrent,436000.000,1100000.000,645000.000,759000.000,1365000.000,693000.000,1137000.000,1094000.000,1243000.000,,,,804000.000,,,,464000.000,
