,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,7310.000,,,,11407.000,,,,-2781.000,,,,-9852.000,,,,-17976.000,,,,-16257.000
DeferredIncomeTaxExpenseBenefit,,,-770.000,,,,105.000,,,,-2328.000,,,,,,,,,,,,
Depreciation,,,0.000,,,,,,,,1163.000,,,,1163.000,,,,1163.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.010,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,0.000,-0.010,-0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,,,,,,-11674.000,-11560.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,19885.000,-1920.000,15827.000,12798.000,350.000,-2319.000,-2438.000,8613.000,8237.000,-8512.000,-12291.000,-12165.000,-8389.000,-19518.000,-15367.000,,,,-13871.000,-8012.000,-9220.000,-21756.000,-11531.000
IncomeTaxExpenseBenefit,4335.000,-1808.000,3037.000,2464.000,-21.000,-437.000,-461.000,1631.000,291.000,-1613.000,-2328.000,-2304.000,-1588.000,6677.000,,,,,,,,,
IncomeTaxesPaid,,,4250.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,3749.000,,,,1275.000
IncreaseDecreaseInAccountsReceivable,,,0.000,,,,-19712.000,,,,-19390.000,,,,,,,,-6751.000,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-426.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,-5600.000,,,,-5500.000,,,,-10400.000,,,,4457.000,,,,-300.000,,,,-300.000
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,566.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,1375.000,,,,317.000,,,,606.000,,,,77.000,,,,-1931.000,,,,-5666.000
InterestAndDividendIncomeOperating,,,,,,,,,,,,,,,,,,,-35.000,,,,-35.000
InvestmentIncomeInterest,117.000,99.000,60.000,52.000,53.000,51.000,51.000,44.000,39.000,39.000,38.000,32.000,29.000,30.000,28.000,29.000,27.000,39.000,35.000,35.000,20.000,50.000,35.000
ManagementFeesRevenue,31250.000,11250.000,26250.000,26250.000,13072.000,19551.000,19363.000,19550.000,19500.000,19284.000,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-59.000,,,,-50.000,,,,-37.000,,,,-28.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-59.000,,,,-50.000,,,,-37.000,,,,-28.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,7369.000,,,,11457.000,,,,-2744.000,,,,-9824.000,,,,-17976.000,,,,-16257.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7369.000,,,,11457.000,,,,-2744.000,,,,-9824.000,,,,-17976.000,,,,-16257.000
NetIncomeLoss,15550.000,-112.000,12790.000,10334.000,371.000,-1882.000,-1977.000,6982.000,7946.000,-6899.000,-9963.000,-9861.000,-6801.000,-26195.000,-15367.000,-11674.000,-11560.000,-24775.000,-13871.000,-8012.000,-9220.000,-21756.000,-11531.000
OperatingExpenses,11482.000,13269.000,10483.000,13504.000,12775.000,21921.000,21852.000,10981.000,11302.000,27835.000,12329.000,12197.000,8418.000,19548.000,15395.000,11703.000,11587.000,24814.000,13906.000,8047.000,9240.000,21806.000,11566.000
OperatingIncomeLoss,19768.000,-2019.000,15767.000,12746.000,297.000,-2370.000,-2489.000,8569.000,8198.000,-8551.000,-12329.000,-12197.000,-8418.000,-19548.000,-15395.000,-11703.000,-11587.000,-24814.000,-13906.000,-8047.000,-9240.000,-21806.000,-11566.000
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireRestrictedCertificatesOfDeposit,,,59.000,,,,50.000,,,,37.000,,,,28.000,,,,,,,,
ProfitLoss,,,12790.000,,,,,,,,,,,,,,,,,,,,
Revenues,31250.000,11250.000,26250.000,26250.000,13072.000,19551.000,19363.000,19550.000,19500.000,19284.000,,,,,,,,,,,,,
SalesRevenueNet,31250.000,11250.000,26250.000,26250.000,13072.000,19551.000,19363.000,19550.000,19500.000,19284.000,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,11482.000,13269.000,10483.000,13504.000,12775.000,21921.000,21852.000,10981.000,11302.000,27835.000,12329.000,12197.000,8418.000,19548.000,15395.000,11703.000,11587.000,24814.000,13906.000,8047.000,9240.000,21806.000,11566.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,9106250.000,9106250.000,9106250.000,-18212500.000,9106250.000,9106250.000,9106250.000,-18212500.000,9106250.000,9106250.000,9106250.000,-18212500.000,9106250.000,9106250.000,9106250.000,-18212500.000,9106250.000
