,2012-03-31,2013-03-31,2014-03-31,2015-03-31
AmortizationOfDebtDiscountPremium,,-73335.000,-21665.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,21254902.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-164649.000,-6628.000,6309.000
CashPeriodIncreaseDecrease,153488.000,,,
ComprehensiveIncomeNetOfTax,-95876.000,-325910.000,-112779.000,-62114.000
CostOfGoodsAndServicesSold,176316.000,118370.000,,
CostOfRevenue,,,70411.000,56473.000
DerivativeGainOnDerivative,,1078.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-6996.000,1378.000,-519.000,478.000
GeneralAndAdministrativeExpense,160464.000,211747.000,101962.000,90424.000
GrossProfit,101938.000,143365.000,105661.000,87832.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,51561.000,22085.000,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,76081.000,-194.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-127642.000,-21891.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,142388.000,143909.000,1932.000,464.000
IncreaseDecreaseInAccountsReceivable,-8705.000,703.000,-9434.000,-8910.000
IncreaseDecreaseInDerivativeLiabilities,,-120989.000,22164.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,-60000.000,-54106.000,-37219.000,-60000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1513.000,,-2444.000,2444.000
InterestIncomeExpenseNonoperatingNet,187.000,-77917.000,-21993.000,
InterestPaid,,3071.000,1807.000,
LossOnDerivativeInstrumentsPretax,,-120989.000,22164.000,
NetCashProvidedByUsedInFinancingActivities,36758.000,56037.000,27111.000,15353.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,36758.000,56037.000,27111.000,15353.000
NetCashProvidedByUsedInOperatingActivities,123726.000,-222064.000,-33220.000,-9522.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,123726.000,-222064.000,-33220.000,-9522.000
NetIncomeLoss,-88880.000,-327288.000,-56130.000,-62592.000
OperatingExpenses,220595.000,271747.000,161962.000,150424.000
OperatingIncomeLoss,-118657.000,-128382.000,-56301.000,-62592.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-6996.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,1378.000,-519.000,478.000
OtherComprehensiveIncomeLossTax,,1378.000,,
OtherIncome,,10000.000,,
OtherNonoperatingIncomeExpense,-29777.000,198906.000,-171.000,
ProceedsFromContributedCapital,2500.000,,,
ProceedsFromIssuanceOfCommonStock,,32970.000,50000.000,
ProceedsFromMinorityShareholders,,,,9460.000
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,,-11993.000,
ProceedsFromRepaymentsOfNotesPayable,25000.000,55000.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,5258.000,-4526.000,11804.000,5893.000
ProceedsFromShortTermDebt,,11993.000,,
RepaymentsOfConvertibleDebt,,39400.000,22700.000,
Revenues,278254.000,261735.000,176072.000,144305.000
SalariesWagesAndOfficersCompensation,,5000.000,5000.000,5000.000
SalesRevenueNet,278254.000,251735.000,176072.000,144305.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,22085.000,24411.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,98666650.000,104543568.000,125541642.000,127482504.000
