,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayable,88238.000,119434.000,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,158142.000,200739.000,1430075.000,488340.000,691370.000,430255.000,,,
AccountsPayableOtherCurrent,,,,,,,,,368784.000,218784.000,1012466.000
AccountsPayableTradeCurrent,,,,,,,,,144444.000,,
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,172624.000,172625.000
AccountsReceivableNet,,,,,,,87129.000,399578.000,678877.000,355842.000,311929.000
AdditionalPaidInCapital,4711.000,4711.000,4711.000,22053.000,22434.000,22434.000,22434.000,22434.000,22434.000,22434.000,22434.000
AssetRetirementObligation,,,,,,,,,16580.000,16924.000,17280.000
AssetRetirementObligationsNoncurrent,,,,,,,,,16580.000,16924.000,17280.000
Assets,501769.000,1001133.000,2346316.000,2436568.000,5534850.000,4542583.000,4779207.000,7740188.000,8498622.000,8767661.000,9028368.000
AssetsCurrent,1769.000,1133.000,7285.000,97537.000,1002866.000,10599.000,103806.000,401157.000,688722.000,362161.000,345248.000
CapitalizedCostsUnprovedProperties,,,,,,,,,1463784.000,1463783.000,1463784.000
Cash,-223231.000,1133.000,7285.000,97537.000,,10599.000,16677.000,1579.000,,,
CashAndCashEquivalentsAtCarryingValue,1769.000,1133.000,7285.000,97537.000,1002866.000,10599.000,16677.000,1579.000,9845.000,6319.000,33319.000
CashFDICInsuredAmount,,,,,,,,,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,20700000.000,20700000.000,20700000.000,21280000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000
CommonStockSharesOutstanding,20700000.000,20700000.000,20700000.000,21280000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000,21290000.000
CommonStockValue,2070.000,2070.000,2070.000,2128.000,2129.000,2129.000,2129.000,2129.000,2129.000,2129.000,2129.000
DebtInstrumentCarryingAmount,,,1500000.000,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,-4093.000,,,,-1861.000,-1303.000,-899.000
DepositsAssets,500000.000,1000000.000,2339031.000,339031.000,500000.000,339031.000,339031.000,339031.000,,,
DepositsAssetsCurrent,,,,,339031.000,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,2620000.000,2710000.000,4695000.000,4775000.000,4865000.000,7930000.000,,,
Liabilities,836988.000,1538736.000,3047996.000,3256145.000,6470982.000,5609805.000,5903393.000,8707836.000,9070851.000,9189341.000,9436084.000
LiabilitiesAndStockholdersEquity,501769.000,1001133.000,2346316.000,2436568.000,5534850.000,4542583.000,4779207.000,7740188.000,8498622.000,8767661.000,9028368.000
LiabilitiesCurrent,618238.000,1269434.000,2778142.000,2910739.000,6125075.000,5263340.000,5556370.000,8360255.000,8706132.000,9135254.000,9381579.000
LongTermDebt,,,,,,,,,,348697.000,349101.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,,,,,,,,,175000.000,312500.000,312500.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,112500.000,,,,62500.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,112500.000,,,,175000.000,,,,37500.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,112500.000,,,,137500.000,37500.000,37500.000
LongTermDebtNoncurrent,225000.000,,,,,,,,,,
LongTermNotesPayable,218750.000,269302.000,269854.000,345406.000,345907.000,346465.000,347023.000,347581.000,348139.000,37163.000,37225.000
NotesPayable,,,,,350000.000,,,,350000.000,311534.000,311876.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,7808652.000,7932163.000,7344568.000
OilAndGasJointInterestBillingReceivables,,,,,,,87129.000,399578.000,,,
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,,,,,,,,,-163733.000,-301264.000,-460932.000
OilAndGasPropertySuccessfulEffortMethodNet,,,,,,,,,7809900.000,8405502.000,8683120.000
OtherAccruedLiabilitiesCurrent,,,,,,,,,384254.000,500149.000,540044.000
PreferredStockParOrStatedValuePerShare,,,0.001,0.000,0.000,0.000,0.000,0.000,,,
PreferredStockSharesAuthorized,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,20000000.000,,,,,,,,,,
ProvedOilAndGasPropertySuccessfulEffortMethod,,,,,,,,,6346116.000,6941717.000,7219336.000
RelatedPartyDepositLiabilities,530000.000,1150000.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,342000.000,-544384.000,-708461.000,-843758.000,-960695.000,-1091785.000,-1148749.000,-992211.000,-596794.000,-446243.000,-432279.000
SaleOfStockPricePerShare,,,,0.030,,,,,,,
ShortTermInvestments,,,,2000000.000,4192953.000,4192953.000,4336370.000,7000000.000,,,
StockholdersEquity,-335219.000,-537603.000,-701680.000,-819577.000,-936132.000,-1067222.000,-1124186.000,-967648.000,-572231.000,-421680.000,-407716.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-335219.000,-537603.000,-701680.000,-819577.000,-936132.000,-1067222.000,-1124186.000,-967648.000,-572229.000,-421680.000,-407716.000
