,2011-06-18
ComprehensiveIncomeNetOfTax,8186000.000
CostOfGoodsAndServicesSold,35097000.000
CostsAndExpenses,61211000.000
EarningsPerShareBasic,0.340
GeneralAndAdministrativeExpense,16322000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,13916000.000
IncomeTaxExpenseBenefit,5273000.000
InvestmentIncomeNonoperating,689000.000
NetIncomeLoss,8643000.000
OperatingIncomeLoss,13309000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-457000.000
Revenues,74520000.000
SalesRevenueNet,74520000.000
SellingAndMarketingExpense,9792000.000
WeightedAverageNumberOfSharesOutstandingBasic,25379523.000
