,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1061491.000
BusinessDevelopment,72730.000,69736.000,185519.000
CashAcquiredFromAcquisition,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,551972.000
ComprehensiveIncomeNetOfTax,-1728413.000,-1491637.000,-2383895.000
CostOfGoodsAndServicesSold,285367.000,109135.000,100585.000
DeconsolidationGainOrLossAmount,,,0.000
DepreciationDepletionAndAmortization,23624.000,176751.000,68663.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,100.000
GainOrLossOnSaleOfStockInSubsidiary,,,-411225.000
GeneralAndAdministrativeExpense,1426962.000,1194357.000,1641516.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1856588.000,-1602772.000,-2456083.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1856588.000,-1602772.000,-2456083.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000,
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,160278.000
IncreaseDecreaseInAccruedLiabilities,,,23923.000
IncreaseDecreaseInContractReceivablesNet,,,-346.000
IncreaseDecreaseInDepositOtherAssets,,,0.000
IncreaseDecreaseInDueFromRelatedParties,,,46492.000
IncreaseDecreaseInDueToRelatedParties,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,8994.000
InterestIncomeExpenseAfterProvisionForLoanLoss,,,-2859.000
InterestIncomeExpenseNet,-32378.000,-48456.000,-72674.000
InterestPaid,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,2065000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2065000.000
NetCashProvidedByUsedInInvestingActivities,,,-190624.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-190624.000
NetCashProvidedByUsedInOperatingActivities,,,-1322504.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1322504.000
NetIncomeLoss,-1728413.000,-1491824.000,-2383995.000
NetIncomeLossAttributableToNoncontrollingInterest,-128175.000,-110948.000,-72088.000
NonoperatingIncomeExpense,0.000,0.000,-411225.000
OperatingExpenses,1850268.000,1594100.000,2046994.000
OperatingIncomeLoss,-1824210.000,-1554316.000,-1972184.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,0.000,187.000,100.000
PaymentsToAcquirePropertyPlantAndEquipment,,,21886.000
ProceedsFromContributedCapital,,,2140000.000
RepaymentsOfRelatedPartyDebt,,,75000.000
ResearchAndDevelopmentExpense,41585.000,44121.000,50711.000
Revenues,26058.000,39784.000,74810.000
SalesRevenueNet,26058.000,39784.000,74810.000
StockIssuedDuringPeriodValueAcquisitions,,,0.000
