,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-5525.000,,,,-215.000,,,,16.000,,,,-147.000,,,,1590.000
EarningsPerShareBasic,,,,,,,,,,,,,,,,,-0.000,,,,-0.050
EarningsPerShareBasicAndDiluted,-0.010,,-0.020,-0.010,-0.100,-0.260,-0.040,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-852137.000,,,,,,
GeneralAndAdministrativeExpense,1984.000,2470.000,4657.000,2989.000,29884.000,76469.000,12848.000,,,,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,,,,-76469.000,-12848.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,-76469.000,-12848.000,,-108243.000,-117525.000,-119617.000,-113866.000,-5409.000,-4550.000,-859927.000,837002.000,-147.000,21557.000,-59659.000,-101153.000,-49944.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-100079.000,-112975.000,-115017.000,-109266.000,-909.000,-5340.000,-3190.000,-9795.000,-147.000,-21369.000,-59345.000,-57201.000,-47408.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,-0.370,-0.400,-0.400,,-0.020,-0.030,-2.870,2.850,,-0.020,-0.060,,
IncreaseDecreaseInAccountsPayable,,,,,-3266.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,3291.000,,,,4500.000,,,,,,,,-22149.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,,,,,,,,,3312.000
IncreaseDecreaseInInterestAndDividendsReceivable,,,,,,,,,,,,,,,,,,,,,-776.000
InterestExpense,500.000,500.000,500.000,500.000,,,,,8164.000,4550.000,4600.000,4600.000,4500.000,4550.000,4600.000,0.000,,253.000,631.000,,3312.000
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,,,65.000,,,
InterestIncomeOther,,,,,,,,,,,,,,,,,,,317.000,,
InvestmentIncomeInterest,,,,,,,,,,,,,,,,,,,,,776.000
LegalFees,,,,,,,,,,5508.000,7716.000,,,,,,,19931.000,49600.000,,37485.000
NetCashProvidedByUsedInFinancingActivities,,,4657.000,,27625.000,,,,22903.000,,,,925.000,,,,,,,,100000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,4657.000,,27625.000,,,,22903.000,,,,925.000,,,,,,,,100000.000
NetCashProvidedByUsedInOperatingActivities,,,-4657.000,,-33150.000,,,,-23118.000,,,,-4500.000,,,,-147.000,,,,-69557.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4657.000,,-33150.000,,,,-23118.000,,,,-4500.000,,,,-147.000,,,,-69557.000
NetIncomeLoss,-2484.000,-2970.000,-5157.000,-3489.000,-29884.000,-76469.000,-12848.000,-2259.000,-108243.000,-117525.000,-119617.000,-113866.000,-5409.000,-9890.000,-859927.000,842342.000,-147.000,-21557.000,-59659.000,-58039.000,-49944.000
OperatingExpenses,1984.000,2470.000,4657.000,2989.000,29884.000,,,,100079.000,112975.000,115017.000,109266.000,909.000,5340.000,3190.000,9795.000,147.000,21369.000,59345.000,57201.000,47408.000
OperatingIncomeLoss,-1984.000,-2470.000,-4657.000,-2989.000,-29884.000,-76469.000,-12848.000,,,,,,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,,,,,,,81373.000,107467.000,107301.000,108033.000,909.000,5340.000,3190.000,-5999.000,147.000,1438.000,9745.000,4922.000,9923.000
ProceedsFromLoans,,,,,,,,,,,,,925.000,,,,,,,,
ProceedsFromMinorityShareholders,,,,,27625.000,,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,543475.000,,,,,,,,
ProceedsFromPartnershipContribution,,,,,,,,,,,,,0.000,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,125000.000,,,,,,,,100000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,18475.000,,,,,,,,
ProfitLoss,,,,,-29884.000,,,,-108243.000,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,,,,,,,,,-28853.000
SalariesAndWages,,,,,,,,,18706.000,,,,,,,,,,,,
ShareBasedCompensation,,,,,,,,,,,,,,,,,0.000,,,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,295278.000,295278.000,295278.000,-590556.000,295278.000,295278.000,299238.000,-411052.000,1015286.000,1015286.000,1015286.000,-2030572.000,1015286.000
