,2011-03-25,2011-06-24,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2016-09-30,2016-12-30,2017-03-31,2017-06-30
AccountsPayableCurrent,1558000000.000,1612000000.000,1483000000.000,1393000000.000,1367000000.000,1383000000.000,1292000000.000,1264000000.000,1348000000.000,1357000000.000,1383000000.000,1361000000.000,1421000000.000,1433000000.000,1391000000.000,1382000000.000,1233000000.000,1206000000.000,1143000000.000,1108000000.000,1116000000.000,1157000000.000,1090000000.000,1123000000.000,1226000000.000,1309000000.000
AccountsReceivableNetCurrent,2495000000.000,2614000000.000,2425000000.000,2241000000.000,2288000000.000,2393000000.000,2343000000.000,2211000000.000,2214000000.000,2257000000.000,2323000000.000,2284000000.000,2402000000.000,2503000000.000,2439000000.000,2349000000.000,2094000000.000,2185000000.000,2120000000.000,1878000000.000,2095000000.000,2158000000.000,2046000000.000,2034000000.000,2244000000.000,2271000000.000
AccruedIncomeTaxesCurrent,,,296000000.000,,,,139000000.000,,,,112000000.000,,,,160000000.000,,,,198000000.000,,,,149000000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,5924000000.000,,,,6088000000.000,,,,6353000000.000,,,,6159000000.000,,,,5717000000.000,,,,5836000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,447000000.000,576000000.000,428000000.000,250000000.000,389000000.000,226000000.000,229000000.000,256000000.000,134000000.000,72000000.000,303000000.000,327000000.000,318000000.000,357000000.000,-17000000.000,-223000000.000,-416000000.000,-373000000.000,-373000000.000,-463000000.000,-449000000.000,-375000000.000,-542000000.000,-698000000.000,-584000000.000,-506000000.000
AdditionalPaidInCapital,7726000000.000,7607000000.000,7604000000.000,7578000000.000,7592000000.000,6820000000.000,6837000000.000,6812000000.000,6416000000.000,6092000000.000,6136000000.000,6100000000.000,5623000000.000,5224000000.000,5231000000.000,5181000000.000,4625000000.000,4338000000.000,4359000000.000,4284000000.000,3765000000.000,1786000000.000,1801000000.000,1729000000.000,1147000000.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,32000000.000,45000000.000,39000000.000,41000000.000,40000000.000,41000000.000,41000000.000,45000000.000,48000000.000,49000000.000,48000000.000,36000000.000,38000000.000,39000000.000,35000000.000,37000000.000,14000000.000,18000000.000,18000000.000,18000000.000,17000000.000,16000000.000,17000000.000,17000000.000,18000000.000,20000000.000
Assets,18080000000.000,18032000000.000,17723000000.000,17523000000.000,19029000000.000,18942000000.000,19306000000.000,18136000000.000,18140000000.000,18090000000.000,18461000000.000,18443000000.000,18628000000.000,18871000000.000,20152000000.000,20153000000.000,20243000000.000,20441000000.000,20608000000.000,19223000000.000,17841000000.000,17500000000.000,17608000000.000,17615000000.000,18056000000.000,18520000000.000
AssetsCurrent,6743000000.000,6860000000.000,6632000000.000,6577000000.000,8311000000.000,6432000000.000,6503000000.000,5753000000.000,5864000000.000,6018000000.000,6309000000.000,6358000000.000,6566000000.000,6873000000.000,7544000000.000,6045000000.000,7612000000.000,7736000000.000,7887000000.000,6505000000.000,5414000000.000,4929000000.000,4775000000.000,4809000000.000,5146000000.000,5354000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,469000000.000,,,,,,,,,,,,,,,,,,,,,
