,2015-03-29,2015-06-28,2015-09-27,2016-07-03,2016-10-02
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3337000.000,4195000.000,7847000.000,4500000.000,4400000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,108000.000,,,,
AllocatedShareBasedCompensationExpense,3337000.000,4195000.000,7847000.000,,
AmortizationOfFinancingCosts,747000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,100000.000
CapitalExpendituresIncurredButNotYetPaid,21598000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-24466000.000,,,,
CommonStockDividendsPerShareDeclared,0.090,,0.090,0.092,0.092
ComprehensiveIncomeNetOfTax,16700000.000,48071000.000,19939000.000,26700000.000,19800000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,145000.000,67000.000,73000.000,200000.000,100000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,16845000.000,48138000.000,20012000.000,26900000.000,19900000.000
CostOfGoodsAndServicesSold,636628000.000,658172000.000,620399000.000,598100000.000,569800000.000
DebtIssuanceCosts,102000.000,1640000.000,,,
DeferredIncomeTaxExpenseBenefit,-278000.000,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,889000.000,,,,
DefinedBenefitPlanInterestCost,877000.000,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,276000.000,500000.000,0.000,200000.000,200000.000
DefinedBenefitPlanOtherChanges,1000.000,,,,
DefinedBenefitPlanServiceCost,289000.000,,,,
DepreciationDepletionAndAmortization,56366000.000,58834000.000,56870000.000,55400000.000,55000000.000
Dividends,6136000.000,,,,
EarningsPerShareBasic,0.480,0.660,0.420,0.520,0.290
EarningsPerShareDiluted,0.470,0.640,0.410,0.510,0.280
EffectOfExchangeRateOnCashAndCashEquivalents,-5561000.000,,,,
EffectiveIncomeTaxRateContinuingOperations,0.347,0.242,0.237,0.296,0.136
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,1158000.000,1015000.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,-484000.000,3865000.000,2825000.000,,
ForeignCurrencyTransactionGainLossRealized,,,,8400000.000,-2800000.000
GainLossOnDispositionOfAssets,-216000.000,-132000.000,-1509000.000,-900000.000,-1400000.000
GainsLossesOnExtinguishmentOfDebt,,-368000.000,,,
GrossProfit,128539000.000,142063000.000,126241000.000,130300000.000,106400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,49916000.000,58317000.000,37127000.000,50700000.000,22500000.000
IncomeTaxExpenseBenefit,17340000.000,14127000.000,8808000.000,15000000.000,3100000.000
IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,,3100000.000,,,
IncomeTaxReconciliationNondeductibleExpense,,,5200000.000,,
IncomeTaxesPaidNet,4863000.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,60715000.000,,,,
IncreaseDecreaseInAccountsReceivable,100963000.000,,,,
IncreaseDecreaseInInventories,-7026000.000,,,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,7643000.000,,,,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,306000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1515000.000,1630000.000,1708000.000,2100000.000,2000000.000
InterestIncomeExpenseNonoperatingNet,-27559000.000,-26898000.000,-26061000.000,-25900000.000,-25700000.000
InterestPaid,15973000.000,,,,
NetCashProvidedByUsedInFinancingActivities,-10766000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-10766000.000,,,,
NetCashProvidedByUsedInInvestingActivities,-60733000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-60733000.000,,,,
NetCashProvidedByUsedInOperatingActivities,52594000.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,52594000.000,,,,
NetIncomeLoss,32441000.000,44109000.000,28205000.000,35500000.000,19300000.000
NetIncomeLossAttributableToNoncontrollingInterest,135000.000,81000.000,114000.000,200000.000,100000.000
NetIncomeLossAvailableToCommonStockholdersBasic,32441000.000,0.000,0.000,35500000.000,19300000.000
NonoperatingIncomeExpense,-22424000.000,-25890000.000,-24400000.000,-19600000.000,-27700000.000
OperatingIncomeLoss,72340000.000,84207000.000,61527000.000,70300000.000,50200000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,-15741000.000,,,,500000.000
