,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,2000.000
AdministrativeFeesExpense,,93087.000,455000.000,646000.000
AmortizationOfDeferredLeasingFees,,25706.000,113000.000,174000.000
AssetImpairmentCharges,,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,500.000,9261073.000,2501000.000,-6829000.000
CostsAndExpenses,,,4644000.000,7683000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,26195.000,95000.000,120000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,2269000.000,3011000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsPaidPerUnit,,,0.700,0.700
ExtinguishmentOfDebtGainLossNetOfTax,,,-3000.000,
FairValueOfAssetsAcquired,,,,52000.000
GainLossOnDispositionOfAssets1,,,,-9000.000
IncomeTaxReconciliationDispositionOfAssets,,,-3000.000,-33000.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,202674.000,2819000.000,3633000.000
IncomeTaxReconciliationOtherAdjustments,,20509.000,-42000.000,-12000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,1136.000,4000.000,-4000.000
IncreaseDecreaseInAccountsReceivable,,10378.000,692000.000,-17000.000
IncreaseDecreaseInDeferredRevenue,,116235.000,110000.000,100000.000
IncreaseDecreaseInDueToAffiliates,,266235.000,-169000.000,-23000.000
IncreaseDecreaseInOtherAccountsPayable,,35266.000,118000.000,69000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,19101.000,-10000.000,36000.000
InterestAndDividendIncomeOperating,,40077.000,113000.000,191000.000
InterestExpense,,4472.000,19000.000,235000.000
InterestIncomeOther,,183.000,1000.000,
InterestPaid,,4472.000,11000.000,155000.000
LongTermPurchaseCommitmentAmount,,4371691.000,6300000.000,527000.000
NetCashProvidedByUsedInFinancingActivities,500.000,17003943.000,26599000.000,-5960000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,500.000,17003943.000,26599000.000,-5960000.000
NetCashProvidedByUsedInInvestingActivities,,-8462853.000,-26101000.000,-5389000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-8462853.000,-26101000.000,-5389000.000
NetCashProvidedByUsedInOperatingActivities,,719983.000,2003000.000,4520000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,719983.000,2003000.000,4520000.000
NetIncomeLoss,,-364302.000,-452000.000,-1036000.000
OperatingExpenses,,1273220.000,,
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,,679770.000,3000000.000,5201000.000
OperatingLeasesIncomeStatementLeaseRevenue,,852070.000,4031000.000,6491000.000
OtherCostAndExpenseOperating,,26164.000,61000.000,55000.000
OtherCostOfServices,,104023.000,39000.000,111000.000
OtherIncome,,6004.000,8000.000,25000.000
PartnersCapitalAccountUnitsContributed,,,4319636.000,
PaymentsForCommissions,,1846018.000,2031000.000,
PaymentsForRepurchaseOfOtherEquity,,,119000.000,54000.000
PaymentsOfCapitalDistribution,,,2096000.000,3016000.000
PaymentsToAcquireInvestments,,,,100000.000
PaymentsToAcquireNotesReceivable,,480207.000,1500000.000,1400000.000
ProceedsFromCollectionOfNotesReceivable,,107399.000,361000.000,670000.000
ProceedsFromIssuanceInitialPublicOffering,56000.000,,,
ProceedsFromIssuanceOfLongTermDebt,,,1612000.000,
ProceedsFromIssuanceOfSecuredDebt,,,9590000.000,
ProfessionalFees,,49922.000,102000.000,155000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,3632448.000,5009000.000,1653000.000
RepaymentsOfLongTermDebt,,,1612000.000,
RepaymentsOfSecuredDebt,,,53000.000,2890000.000
Revenues,,908918.000,4192000.000,6647000.000
SalesCommissionsAndFees,,1846018.000,2031000.000,
SalesRevenueNet,,902914.000,4184000.000,6622000.000
UnrealizedGainLossOnDerivatives,,10584.000,42000.000,-51000.000
