,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,125000000.000,113400000.000,120100000.000,134200000.000,137000000.000,132100000.000,138800000.000,150800000.000,124800000.000,120500000.000,130300000.000
AccountsReceivableNetCurrent,254200000.000,246500000.000,305700000.000,338300000.000,313900000.000,294200000.000,316500000.000,358000000.000,295000000.000,317300000.000,344200000.000
AccruedIncomeTaxesCurrent,,,,31400000.000,29800000.000,36700000.000,23700000.000,30700000.000,12000000.000,33400000.000,45200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,366500000.000,395900000.000,422600000.000,442100000.000,450400000.000,478400000.000,504200000.000,528000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-34600000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,63000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,35700000.000,40600000.000,48000000.000,7500000.000,41700000.000,32900000.000,3800000.000,-9300000.000,11800000.000,2500000.000,8800000.000
AdditionalPaidInCapitalCommonStock,1083600000.000,1084800000.000,1022600000.000,1023900000.000,1025100000.000,1025900000.000,1026800000.000,1027400000.000,1028600000.000,1029900000.000,1031000000.000
AllowanceForDoubtfulAccountsReceivable,,,,4200000.000,,,,5700000.000,,,
Assets,2759700000.000,2724400000.000,3229200000.000,3139000000.000,3466500000.000,3089500000.000,3021300000.000,3056800000.000,3041600000.000,3072900000.000,3091000000.000
AssetsCurrent,705700000.000,701500000.000,693400000.000,704700000.000,987400000.000,617300000.000,631600000.000,677900000.000,616700000.000,612100000.000,627400000.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,4000000.000,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,400000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,400800000.000,400800000.000,400800000.000,400800000.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,28200000.000,28200000.000,27900000.000,27900000.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,10800000.000,10800000.000,10800000.000,10800000.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,,,6600000.000,7000000.000,7000000.000,7000000.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,,,9500000.000,9500000.000,9500000.000,9500000.000,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,39000000.000,39000000.000,39000000.000,39000000.000,,,,
