,2011-06-30,2011-09-30
CostsAndExpenses,3027620.000,2480325.000
EarningsPerShareBasic,-0.010,
EarningsPerShareBasicAndDiluted,,-0.470
EarningsPerShareDiluted,-0.010,
GainLossOnDerivativeInstrumentsNetPretax,1423890.000,
GainsLossesOnExtinguishmentOfDebt,,-21735133.000
GeneralAndAdministrativeExpense,733315.000,419956.000
IncomeLossFromContinuingOperations,-332964.000,-24102442.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-571423.000,-24269210.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-571423.000,-24269210.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.470
IncomeLossFromContinuingOperationsPerBasicShare,-0.010,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.010,
IncomeLossFromDiscontinuedOperationsNetOfTax,-6766.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-6766.000,
InterestExpense,25708.000,497888.000
InvestmentIncomeInterest,539.000,3.000
LicenseCosts,,200000.000
NetIncomeLoss,-339730.000,-24102442.000
NetIncomeLossAttributableToNoncontrollingInterest,-238459.000,-166768.000
NonoperatingIncomeExpense,1670852.000,-22277038.000
OperatingIncomeLoss,-2242275.000,-1992172.000
OtherNonoperatingIncomeExpense,1070.000,-44020.000
ProfitLoss,-578189.000,-24269210.000
ResearchAndDevelopmentExpense,517245.000,407609.000
Revenues,785345.000,488153.000
SalesRevenueNet,785345.000,488153.000
UnrealizedGainLossOnDerivatives,271061.000,
WeightedAverageNumberOfDilutedSharesOutstanding,50893309.000,
WeightedAverageNumberOfSharesOutstandingBasic,50893309.000,50908240.000
