,2011-04-03,2011-07-03,2011-10-02,2011-12-31,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-07-03,2016-10-02,2017-04-02,2017-07-02
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,17000000.000,,22000000.000,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,,,,,12000000.000,,,,,,,,
AmortizationOfDeferredSalesCommissions,,,,,,,,,,,,,,,,,,,,,5000000.000,5000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2500000.000,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,28000000.000,1000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-978000000.000,,,,-459000000.000,,,,-63000000.000,,,,-260000000.000,,,-316000000.000,,,,,,
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,3000000.000,3000000.000,4000000.000,-1000000.000,-1000000.000,0.000,0.000,,,,,,,,,,,,,,,
CashFlowHedgeGainLossReclassifiedToRevenueNet,,1000000.000,0.000,,0.000,1000000.000,-1000000.000,,2000000.000,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,,,,,,-7000000.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-54000000.000,,,,4000000.000,,,,1000000.000,,,,12000000.000,,,1000000.000,,,,,0.000,
CommonStockDividendsPerShareDeclared,0.430,,,,0.500,,,,0.550,,,,0.605,,,0.670,,,,,0.797,0.797
ComprehensiveIncomeNetOfTax,,,,,632000000.000,600000000.000,682000000.000,-813000000.000,630000000.000,670000000.000,639000000.000,2732000000.000,747000000.000,727000000.000,406000000.000,656000000.000,763000000.000,518000000.000,860000000.000,572000000.000,699000000.000,777000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,4000000.000,-1000000.000,7000000.000,2000000.000,6000000.000,5000000.000,4000000.000,2000000.000,4000000.000,2000000.000,4000000.000,3000000.000,-2000000.000,-4000000.000,-5000000.000,-5000000.000,-6000000.000,-6000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,570000000.000,,,,636000000.000,599000000.000,689000000.000,-811000000.000,636000000.000,675000000.000,643000000.000,2734000000.000,751000000.000,729000000.000,410000000.000,659000000.000,761000000.000,514000000.000,855000000.000,567000000.000,693000000.000,771000000.000
ContractWithCustomerLiabilityRevenueRecognized,,,,,,,,,,,,,,,,,,,,,,340000000.000
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod,,,,,,,,,,,,,,,,,,,,,,139000000.000
