,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,358256.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,160565.000,,
AllocatedShareBasedCompensationExpense,,,,6207.000,15113.000
DeconsolidationGainOrLossAmount,,,,120393000.000,
DepreciationDepletionAndAmortization,,,492.000,,
EarningsPerShareBasic,,,,0.740,-0.020
EarningsPerShareBasicAndDiluted,-0.020,0.000,-0.020,,
EarningsPerShareDiluted,,,,0.740,-0.020
GeneralAndAdministrativeExpense,1875688.000,1288945.000,1953309.000,805193.000,418001.000
IncomeLossFromEquityMethodInvestments,,,,-2390000.000,-3360997.000
IncomeTaxesPaid,,,35776.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,189714.000,,
IncreaseDecreaseInPrepaidExpense,,,547614.000,,
InterestAndDebtExpense,-6208.000,4425.000,,,
InvestmentIncomeNet,3.000,3.000,4903.000,16039.000,
NetCashProvidedByUsedInContinuingOperations,,,-7121543.000,,
NetCashProvidedByUsedInOperatingActivities,,,-7121543.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-7121543.000,,
NetIncomeLoss,-2500596.000,-513318.000,-3142259.000,116910814.000,-3891805.000
NetIncomeLossAttributableToNoncontrollingInterest,-2422640.000,-280055.000,-4139849.000,-2817956.000,
NetIncomeLossAvailableToCommonStockholdersBasic,-2500596.000,-513318.000,-3142259.000,116910814.000,-3891805.000
OperatingIncomeLoss,-4231787.000,-5171747.000,-7294957.000,-3347282.000,-418001.000
OtherNonoperatingIncome,,,,85180.000,
OtherNonoperatingIncomeExpense,,,,,-40000.000
ProfitLoss,-4923236.000,-793373.000,-7282108.000,114092858.000,-3891805.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,2356099.000,3882802.000,5338140.000,2542089.000,
RevenueFromGrants,,,-3508.000,,
ShareBasedCompensation,,,525919.000,,
TaxesOther,,,,224963.000,72807.000
UnrealizedGainLossOnDerivatives,-697660.000,4382796.000,7946.000,-439116.000,
WeightedAverageNumberOfDilutedSharesOutstanding,158506181.000,158506071.000,158516071.000,158629281.000,158866092.000
WeightedAverageNumberOfSharesOutstandingBasic,158506181.000,158506071.000,158516071.000,158516071.000,158866092.000
