,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsDeclaredPerUnit,,,0.000,0.000,0.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,6811679.000,1843048.000,16071041.000,952661.000
IncomeLossAttributableToParent,-27843336.000,748180.000,-2313983.000,12340700.000,-1483508.000
IncomeTaxExpenseBenefit,,,0.000,0.000,345000.000
InterestAndDividendIncomeOperating,-5998853.000,-4941494.000,-3354412.000,,
InterestIncomeExpenseNet,,,,-3448.000,-358.000
InterestIncomeOperating,-17755.000,7111.000,-3284.000,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,,0.100
LossContingencyAccrualProvision,,,0.000,0.000,0.000
NoninterestExpenseCommissionExpense,1084608.000,1122005.000,802619.000,573907.000,389706.000
NoninterestExpenseInvestmentAdvisoryFees,4663195.000,3502971.000,2284350.000,740724.000,509652.000
NoninterestExpenseRelatedToPerformanceFees,,158705.000,,1252535.000,147227.000
OperatingExpenses,5981098.000,4948605.000,3351128.000,3152986.000,2046105.000
OtherExpenses,644087.000,656058.000,545922.000,451448.000,828767.000
PartnersCapitalAccountContributions,30407778.000,15248981.000,,,
PartnersCapitalAccountRedemptions,37477933.000,87991038.000,,,
PartnersCapitalAccountUnitsContributed,21849558.000,14345552.000,,,
PartnersCapitalAccountUnitsRedeemed,26301061.000,57550487.000,,,
RealizedInvestmentGainsLosses,-19290462.000,11822071.000,-257587.000,14422892.000,7098919.000
RevenuesExcludingInterestAndDividends,-21844483.000,5689674.000,1040429.000,,
SponsorFees,673816.000,630871.000,520856.000,370594.000,363598.000
TradingGainsLosses,,,,15497134.000,562955.000
UnrealizedGainLossOnInvestments,,-5010392.000,2100635.000,1648149.000,-6146258.000
