,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
ClearanceFees,,,1449145.000,1308328.000,648977.000,562239.000
CustodyFees,,,,,2079389.000,1589074.000
FloorBrokerage,,6847695.000,,,,
FloorBrokerageExchangeAndClearanceFees,7997037.000,,,,,
GainLossOnSaleOfCommodityContracts,26940872.000,29707806.000,6857857.000,8351822.000,8821652.000,8064452.000
GeneralAndAdministrativeExpense,947219.000,807545.000,858372.000,953030.000,1039694.000,794540.000
IncomeLossAttributableToParent,14847452.000,17063226.000,-6770464.000,-2275145.000,2972403.000,3282950.000
IncomeTaxExpenseBenefit,,,,,0.000,0.000
InterestAndDividendIncomeOperating,55206.000,,,,,
InterestIncomeOperating,,78662.000,48977.000,23637.000,28030.000,166743.000
ManagementFeeExpense,,,3433484.000,3099841.000,,
NetIncomeLossAllocatedToLimitedPartners,,,,,,-2588.000
OperatingExpenses,12942248.000,11116466.000,12327562.000,9767587.000,6214382.000,4915569.000
OtherExpenses,54170.000,57308.000,76336.000,94593.000,83139.000,114191.000
ProfessionalFees,154944.000,173730.000,216944.000,197316.000,309868.000,272636.000
SellingExpense,,,6293281.000,4114479.000,2053315.000,1582889.000
TradingActivityGainsAndLossesNet,27734494.000,28101030.000,5508121.000,,,
TradingGainsLosses,,,,7468805.000,9158755.000,8034364.000
UnrealizedGainLossOnCommodityContracts,793622.000,-1606776.000,-1349736.000,-883017.000,337103.000,-30088.000
UnrealizedGainLossOnDerivativesAndCommodityContracts,,1264688.000,,,,
