,2011-06-30,2011-09-30,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,451.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010
GeneralAndAdministrativeExpense,25688.000,22280.000,18157.000,23635.000
InterestIncomeExpenseNonoperatingNet,413.000,774.000,451.000,449.000
NetCashProvidedByUsedInFinancingActivities,,,18157.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,18157.000,
NetCashProvidedByUsedInOperatingActivities,,,-17706.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-17706.000,
NetIncomeLoss,-25275.000,-21506.000,-17706.000,-23186.000
OilAndGasSalesRevenue,0.000,,,
OperatingIncomeLoss,-25688.000,-22280.000,-18157.000,-23635.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,18157.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,4666185.000
