,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,966000000.000,939000000.000,1025000000.000,898000000.000,850000000.000,914000000.000,967000000.000,848000000.000,829000000.000,990000000.000,1026000000.000,918000000.000,883000000.000,917000000.000,1035000000.000,858000000.000,831000000.000,918000000.000,1013000000.000,915000000.000,868000000.000,925000000.000,1012000000.000,933000000.000,925000000.000
AccountsPayableTradeCurrent,,,,,,,150000000.000,,,,143000000.000,,,,223000000.000,,,,216000000.000,,,,238000000.000,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,,,,,,,71000000.000,,
AccruedIncomeTaxesCurrent,116000000.000,120000000.000,80000000.000,67000000.000,52000000.000,94000000.000,56000000.000,74000000.000,89000000.000,99000000.000,55000000.000,83000000.000,145000000.000,201000000.000,62000000.000,72000000.000,139000000.000,199000000.000,42000000.000,84000000.000,148000000.000,207000000.000,97000000.000,102000000.000,135000000.000
AccruedProfessionalFeesCurrent,,,,,,,203000000.000,,,,201000000.000,,,,196000000.000,,,,214000000.000,,,,192000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,747000000.000,,,,716000000.000,,,,846000000.000,,,,780000000.000,,,,825000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-40000000.000,-258000000.000,-299000000.000,-211000000.000,-301000000.000,-236000000.000,-333000000.000,-353000000.000,-432000000.000,-379000000.000,-387000000.000,-390000000.000,-349000000.000,-509000000.000,-777000000.000,-940000000.000,-898000000.000,-1046000000.000,-1059000000.000,-969000000.000,-1011000000.000,-1021000000.000,-1211000000.000,-1134000000.000,-1051000000.000
AdditionalPaidInCapitalCommonStock,6372000000.000,6391000000.000,6427000000.000,6445000000.000,6448000000.000,6473000000.000,6485000000.000,6738000000.000,6725000000.000,6670000000.000,6596000000.000,6528000000.000,6459000000.000,6381000000.000,5929000000.000,6285000000.000,6179000000.000,5249000000.000,5119000000.000,5066000000.000,4865000000.000,4827000000.000,4825000000.000,4809000000.000,4784000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,34000000.000,28000000.000,24000000.000,25000000.000,26000000.000,26000000.000,38000000.000,43000000.000,39000000.000,45000000.000,39000000.000,43000000.000,42000000.000,31000000.000,29000000.000,31000000.000,28000000.000,27000000.000,26000000.000,27000000.000,25000000.000,26000000.000,25000000.000,28000000.000,24000000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,5200000000.000,,,,5700000000.000,,,,5000000000.000,,,,5200000000.000,,,,4200000000.000,,
Assets,14870000000.000,14498000000.000,14504000000.000,14537000000.000,14405000000.000,14496000000.000,14585000000.000,14416000000.000,14540000000.000,15715000000.000,15530000000.000,15473000000.000,15556000000.000,15361000000.000,15376000000.000,15388000000.000,15465000000.000,15277000000.000,15303000000.000,15588000000.000,15718000000.000,15700000000.000,15730000000.000,16332000000.000,16494000000.000
AssetsCurrent,1764000000.000,1700000000.000,1665000000.000,1649000000.000,1644000000.000,1683000000.000,1676000000.000,1609000000.000,2541000000.000,2211000000.000,2134000000.000,1933000000.000,1987000000.000,1982000000.000,2019000000.000,2065000000.000,2114000000.000,2106000000.000,1908000000.000,2054000000.000,2035000000.000,2051000000.000,2222000000.000,2101000000.000,2217000000.000
BankOverdrafts,,,,,9000000.000,11000000.000,5000000.000,6000000.000,7000000.000,17000000.000,,,,,,,,,,,,,5000000.000,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,1300000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,,,,,,,,,,53000000.000,50000000.000,71000000.000,67000000.000
BusinessAcquisitionSharePrice,,,,,,,48.000,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,111000000.000,110000000.000,107000000.000,106000000.000,108000000.000,107000000.000,111000000.000,108000000.000,114000000.000,118000000.000,118000000.000,116000000.000,122000000.000,124000000.000,142000000.000,140000000.000,141000000.000,156000000.000,158000000.000,157000000.000,161000000.000
CapitalLeaseObligationsCurrent,,,,,,,10000000.000,,,,12000000.000,,,,18000000.000,,,,31000000.000,,,,38000000.000,,
CapitalLeaseObligationsNoncurrent,,,,,,,97000000.000,,,,99000000.000,,,,100000000.000,,,,111000000.000,,,,120000000.000,,
CapitalLeasedAssetsGross,,,,,,,,,,,216000000.000,,,,228000000.000,,,,270000000.000,,,,335000000.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,145000000.000,,,,147000000.000,,,,166000000.000,,,,194000000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,167000000.000,,,,161000000.000,,,,160000000.000,,,,181000000.000,,,,193000000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,19000000.000,,,,19000000.000,,,,24000000.000,,,,38000000.000,,,,48000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,14000000.000,,,,14000000.000,,,,13000000.000,,,,13000000.000,,,,13000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,14000000.000,,,,16000000.000,,,,15000000.000,,,,19000000.000,,,,21000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,14000000.000,,,,18000000.000,,,,22000000.000,,,,29000000.000,,,,30000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,15000000.000,,,,18000000.000,,,,24000000.000,,,,36000000.000,,,,48000000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,91000000.000,,,,76000000.000,,,,62000000.000,,,,46000000.000,,,,33000000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,60000000.000,,,,50000000.000,,,,42000000.000,,,,39000000.000,,,,35000000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,107000000.000,,,,111000000.000,,,,118000000.000,,,,142000000.000,,,,158000000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,71000000.000,,,,81000000.000,,,,104000000.000,,,,141000000.000,,
CashAndCashEquivalentsAtCarryingValue,374000000.000,404000000.000,319000000.000,295000000.000,283000000.000,325000000.000,288000000.000,233000000.000,1157000000.000,737000000.000,564000000.000,301000000.000,310000000.000,369000000.000,273000000.000,343000000.000,331000000.000,358000000.000,357000000.000,432000000.000,346000000.000,446000000.000,754000000.000,451000000.000,510000000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,,,,,,,,,280339.000,,
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1185000000.000,1185000000.000,1185000000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000,1185800000.000
CommonStockSharesIssued,359479564.000,359686495.000,360107359.000,361232014.000,361465861.000,362383430.000,362733010.000,375160653.000,377311482.000,377803456.000,379044531.000,379571188.000,381168533.000,382509366.000,382622922.000,382652203.000,382675950.000,364057942.000,362338369.000,361738715.000,357916770.000,357855576.000,357745953.000,357395024.000,356647958.000
CommonStockSharesOutstanding,358689881.000,359225318.000,359647605.000,360772260.000,361162342.000,362170303.000,362519883.000,374947526.000,377117971.000,377684041.000,378635464.000,378915290.000,380295447.000,381074001.000,372757598.000,369888767.000,366859970.000,364057942.000,362338369.000,361110603.000,357345758.000,357429908.000,357465614.000,357302215.000,356577411.000
CommonStockValue,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,31000000.000,31000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000,32000000.000
ContractualObligation,,,,,,,239000000.000,,,,1474000000.000,,,,1017000000.000,,,,521000000.000,,,,775000000.000,,
ContractualObligationDueAfterFifthYear,,,,,,,2000000.000,,,,9000000.000,,,,,,,,1000000.000,,,,6000000.000,,
ContractualObligationDueInFifthYear,,,,,,,2000000.000,,,,40000000.000,,,,7000000.000,,,,7000000.000,,,,9000000.000,,
ContractualObligationDueInFourthYear,,,,,,,12000000.000,,,,49000000.000,,,,35000000.000,,,,13000000.000,,,,106000000.000,,
ContractualObligationDueInNextTwelveMonths,,,,,,,150000000.000,,,,556000000.000,,,,666000000.000,,,,358000000.000,,,,289000000.000,,
ContractualObligationDueInSecondYear,,,,,,,47000000.000,,,,473000000.000,,,,245000000.000,,,,94000000.000,,,,212000000.000,,
ContractualObligationDueInThirdYear,,,,,,,26000000.000,,,,347000000.000,,,,64000000.000,,,,48000000.000,,,,153000000.000,,
DebtAndCapitalLeaseObligations,,,,,6843000000.000,6680000000.000,6584000000.000,6320000000.000,6255000000.000,6882000000.000,6640000000.000,6646000000.000,6692000000.000,6620000000.000,6862000000.000,7347000000.000,7473000000.000,7453000000.000,7338000000.000,7660000000.000,8008000000.000,7957000000.000,7926000000.000,8416000000.000,8523000000.000
DebtCurrent,225000000.000,204000000.000,144000000.000,293000000.000,324000000.000,428000000.000,355000000.000,372000000.000,335000000.000,361000000.000,148000000.000,185000000.000,136000000.000,112000000.000,397000000.000,188000000.000,331000000.000,339000000.000,310000000.000,189000000.000,1075000000.000,578000000.000,188000000.000,236000000.000,163000000.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,0.500,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,60000000.000,,,,50000000.000,,,,50000000.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,2116000000.000,,,,2108000000.000,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,996000000.000,,,,1048000000.000,,
DeferredRevenueCurrent,465000000.000,425000000.000,443000000.000,424000000.000,405000000.000,370000000.000,373000000.000,345000000.000,281000000.000,324000000.000,306000000.000,345000000.000,339000000.000,312000000.000,304000000.000,320000000.000,332000000.000,299000000.000,322000000.000,316000000.000,324000000.000,301000000.000,297000000.000,364000000.000,352000000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,29000000.000,,,,10000000.000,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,141000000.000,129000000.000,122000000.000,113000000.000,71000000.000,108000000.000,100000000.000,161000000.000,85000000.000,78000000.000,73000000.000,68000000.000,69000000.000,64000000.000,62000000.000,58000000.000,56000000.000,,,,
DeferredTaxAssetsGross,,,,,,,1270000000.000,,,,1419000000.000,,,,1407000000.000,,,,1264000000.000,,,,1172000000.000,,
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,,,,241000000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-779000000.000,,,,-647000000.000,,,,-717000000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,57000000.000,,,,102000000.000,,,,226000000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,-836000000.000,,,,-749000000.000,,,,-943000000.000,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,1022000000.000,,,,1269000000.000,,,,1260000000.000,,,,1120000000.000,,,,1060000000.000,,
DeferredTaxAssetsNetNoncurrent,226000000.000,191000000.000,198000000.000,179000000.000,128000000.000,114000000.000,170000000.000,170000000.000,167000000.000,166000000.000,115000000.000,116000000.000,119000000.000,96000000.000,83000000.000,67000000.000,70000000.000,73000000.000,78000000.000,93000000.000,97000000.000,96000000.000,127000000.000,133000000.000,133000000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,348000000.000,,,,195000000.000,,,,175000000.000,,,,181000000.000,,,,179000000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,113000000.000,,,,179000000.000,,,,198000000.000,,,,142000000.000,,,,130000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,59000000.000,,,,56000000.000,,,,93000000.000,,,,72000000.000,,,,91000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,59000000.000,,,,75000000.000,,,,43000000.000,,,,41000000.000,,,,32000000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,248000000.000,,,,150000000.000,,,,147000000.000,,,,144000000.000,,,,112000000.000,,
DeferredTaxLiabilities,,,,,,,1801000000.000,,,,1916000000.000,,,,1977000000.000,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware,,,,,,,69000000.000,,,,174000000.000,,,,185000000.000,,,,280000000.000,,,,301000000.000,,
DeferredTaxLiabilitiesDerivatives,,,,,,,,,,,,,,,,,,,6000000.000,,,,14000000.000,,
