,2011-11-30,2012-02-29
ComprehensiveIncomeNetOfTax,2366478.000,3127369.000
CostOfRevenue,7116356.000,7366419.000
EarningsPerShareBasicAndDiluted,0.040,0.040
GeneralAndAdministrativeExpense,406858.000,529005.000
GrossProfit,3596641.000,3902385.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3132214.000,3318508.000
IncomeTaxExpenseBenefit,800424.000,869765.000
InvestmentIncomeInterest,19988.000,20550.000
NetIncomeLoss,2331790.000,2448743.000
OperatingExpenses,484415.000,604427.000
OperatingIncomeLoss,3112226.000,3297958.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,34688.000,678626.000
ResearchAndDevelopmentExpense,33717.000,33798.000
Revenues,10712997.000,11268804.000
SalesRevenueNet,10712997.000,11268804.000
SellingAndMarketingExpense,43840.000,41624.000
