,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5406.000,5193.000,5794.000,13242.000,9999.000,9999.000,,,10351.000,71262.000,81262.000,5575.000,500.000,5000.000,4020.000,7320.000,,
AccruedRentCurrent,,,,,,,,,,,,20000.000,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,525000.000,550000.000,550000.000,550000.000,1186154.000,2356154.000,3062230.000
Assets,132.000,15579.000,5426.000,55880.000,20096.000,93853.000,,,,39572.000,,,412222.000,200125.000,249461.000,254267.000,254267.000,
AssetsCurrent,132.000,15229.000,5076.000,55530.000,19746.000,93503.000,,,,39572.000,24276.000,551135.000,412222.000,200125.000,249461.000,254267.000,77642.000,299.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,73585.000,299.000
Cash,132.000,15229.000,5076.000,55530.000,19746.000,95503.000,,,,39572.000,,,35858.000,15346.000,4669.000,7579.000,4057.000,199.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,441590.000,,,,,,199.000
CashEquivalentsAtCarryingValue,132.000,15229.000,5076.000,55530.000,19746.000,93503.000,,,,39572.000,24276.000,,35858.000,15346.000,4669.000,7579.000,4057.000,
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,-113419.000,-86446.000,-87473.000,-3662.000,,,,,,,,,,,,
CommonStockSharesAuthorized,,,,,,,,,999999999999.000,999999999999.000,999999999999.000,,999999999999.000,999999999999.000,999999999999000051712.000,999999999999.000,999999999999.000,
CommonStockSharesIssued,,,,,,,,,19981021800.000,19981021800.000,19981021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20236021800.000
CommonStockSharesOutstanding,,,,,,,,,19981021800.000,19981021800.000,19981021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20056021800.000,20236021800.000
CommonStockValue,21160.000,-49260.000,49260.000,49260.000,49260.000,49260.000,,,,,,,,,,,,0.000
DeferredRentCreditNoncurrent,,,,,,,,,,,,563077.000,,,,,,
Deposits,,,,,,,,,,,,,228671.000,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,,,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,783419.000,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,,,,,,,,,,,,,,199.000
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,,,,,,,,,,,,,,100.000
