,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
FloorBrokerageExchangeAndClearanceFees,976951.000,1004687.000,912395.000,866257.000,807232.000,737191.000,657276.000,613234.000,549818.000,468155.000,393609.000,317716.000,294469.000,286482.000,289659.000,271860.000,233025.000,227206.000,210482.000,182515.000,167507.000,132763.000,112788.000
GeneralAndAdministrativeExpense,180701.000,153979.000,88625.000,88626.000,88625.000,88626.000,88625.000,88625.000,88625.000,29541.000,58622.000,47349.000,43687.000,42237.000,42945.000,40173.000,34536.000,33773.000,31275.000,26694.000,24268.000,18477.000,15320.000
IncomeLossAttributableToParent,-1762755.000,-1774582.000,-1550462.000,-1473301.000,-1379879.000,-1269045.000,-1142061.000,-1072270.000,-969288.000,-776540.000,-686720.000,-554461.000,-512903.000,-497669.000,-504386.000,-472723.000,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,0.000,,,,0.000,,,,,,,,0.000,,,,
NetIncomeLoss,,,,-10064318.000,302979.000,,1992400.000,-2100340.000,-4856075.000,1835153.000,-3254399.000,4323749.000,2506955.000,1421779.000,940460.000,-9811663.000,3599173.000,869430.000,-266696.000,-713787.000,-2655790.000,-1594765.000,-1749847.000
NetIncomeLossAllocatedToLimitedPartners,-14521294.000,-7755827.000,-554324.000,,,,1992400.000,,,,-3254399.000,,,,940460.000,,,,,,,,
NetInvestmentIncome,,,,,,,,,,,,,,,,,-405706.000,,-366457.000,-315600.000,-288623.000,-225011.000,-189180.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-12758539.000,-5981245.000,996138.000,-8591017.000,1682858.000,-7009904.000,3134461.000,-1028070.000,-3886787.000,2611693.000,-2567679.000,4878210.000,3019858.000,1919448.000,1444846.000,-9338940.000,4004879.000,1265500.000,,,,,
OperatingExpenses,1762755.000,1774582.000,1550462.000,1473301.000,1379879.000,1269045.000,1142061.000,1072270.000,969288.000,776540.000,686720.000,554461.000,512903.000,497669.000,504386.000,472723.000,405706.000,396070.000,367051.000,316184.000,289044.000,225421.000,189587.000
OtherExpenses,,,,,,,,,,,,,,,,,,,196.000,197.000,197.000,274.000,198.000
PartnersCapitalAccountRedemptions,,,-16271792.000,,,,14566199.000,,,,15978749.000,,,,2816970.000,,,,4249294.000,,,,2774352.000
PartnersCapitalAccountSaleOfUnits,,,8076821.000,,,,1188926.000,,,,743662.000,,,,1159703.000,,,,,,,,
PartnersCapitalAccountUnitsRedeemed,,,-13782.559,,,,13604.493,,,,16027.540,,,,2479.510,,,,,,,,
PartnersCapitalAccountUnitsSaleOfUnits,,,6950.427,,,,1118.335,,,,747.273,,,,1051.117,,,,,,,,
RealizedInvestmentGainsLosses,,,,,,,,,,,,,,,,,,,727376.000,-941313.000,-3376217.000,1370117.000,325351.000
TradingGainsLosses,,,,,,,,,,,,,,,,,,,99761.000,-398187.000,-2367167.000,-1369754.000,-1560667.000
TradingSecuritiesRealizedGainLoss,6735769.000,590275.000,1693802.000,-296975.000,645952.000,-545200.000,-542527.000,-86687.000,-669505.000,-1966805.000,-634465.000,-4565683.000,-609975.000,-1364341.000,-665162.000,-1598770.000,-3076463.000,50573.000,,,,,
TradingSecuritiesUnrealizedHoldingGainLoss,-19494308.000,-6571520.000,-697664.000,-8294042.000,1036906.000,-6464704.000,3676988.000,-941383.000,-3217282.000,4578498.000,-1933214.000,9443893.000,3629833.000,3283789.000,2110008.000,-7740170.000,7081342.000,1214927.000,,,,,
UnrealizedGainLossOnInvestments,,,,,,,,,,,,,,,,,,,-627615.000,543126.000,1009050.000,-2739871.000,-1886018.000
