,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
OperatingIncomeLoss,423000.000,-15000.000,-539000.000,132000.000,1852000.000,1534000.000,278000.000,1618000.000,3414000.000,3036000.000,1887000.000,3549000.000,4555000.000,4023000.000
OtherCostAndExpenseOperating,55000.000,,,,,,,,,,,,,
OtherDirectCostsOfHotels,,436000.000,390000.000,,349000.000,364000.000,394000.000,372000.000,355000.000,376000.000,427000.000,369000.000,332000.000,397000.000
OtherHotelOperatingRevenue,,789000.000,865000.000,,820000.000,895000.000,788000.000,780000.000,826000.000,814000.000,934000.000,919000.000,906000.000,925000.000
OtherOperatingIncome,755000.000,,,,,,,,,,,,,
PaidInKindInterest,1245000.000,,,,1375000.000,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,175000.000,,,,128000.000,,,,730000.000,,,,630000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,129000.000,,,,,
PromotionalAllowances,1200000.000,1218000.000,1070000.000,1247000.000,1569000.000,1616000.000,1384000.000,1688000.000,1733000.000,1851000.000,1707000.000,1919000.000,1851000.000,1789000.000
RepaymentsOfLongTermDebt,255000.000,,,,264000.000,,,,37000.000,,,,40000.000,
RevenueFromLeasedAndOwnedHotels,,15795000.000,15367000.000,,18154000.000,18074000.000,17680000.000,19481000.000,19974000.000,20992000.000,20389000.000,22802000.000,22653000.000,22626000.000
Revenues,16949000.000,,,,,,,,,,,,,
SalesRevenueNet,16194000.000,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,5525000.000,5092000.000,5599000.000,5171000.000,4924000.000,5381000.000,5684000.000,5629000.000,5205000.000,5599000.000,5743000.000,5642000.000,5129000.000,5661000.000
