,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-13647.000,,
ComprehensiveIncomeNetOfTax,-8105.000,,
EarningsPerShareBasicAndDiluted,-0.005,0.004,-0.003
GeneralAndAdministrativeExpense,8105.000,-6236.000,4914.000
IncreaseDecreaseInAccruedLiabilities,-5542.000,,
NetCashProvidedByUsedInOperatingActivities,-13647.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13647.000,,
NetIncomeLoss,-8105.000,6236.000,-4914.000
OperatingIncomeLoss,-8105.000,6236.000,-4914.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1600000.000,1602000.000,1642000.000
