,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-4032.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,3000.000,,,,3000.000,,,,5000.000,,,,4000.000
EffectiveIncomeTaxRateContinuingOperations,0.000,,,,0.000,,,,0.000,,,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,,,,-0.340,,,,-0.340,,,,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.340,,,,0.340,,,,0.340,,,,0.340
GeneralAndAdministrativeExpense,9300.000,8828.000,7182.000,11768.000,7605.000,4792.000,17459.000,9105.000,14132.000,7439.000,5190.000,11191.000,12712.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-9365.000,-9027.000,-7182.000,-11768.000,-7605.000,-4792.000,-17459.000,-9105.000,-14132.000,-7439.000,-5190.000,-11191.000,-12712.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3967.000,,,,-2960.000,,,,-1045.000,,,,12712.000
InterestExpense,65.000,199.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,5900.000,,,,10565.000,,,,15177.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5900.000,,,,10565.000,,,,15177.000,,,,
NetCashProvidedByUsedInOperatingActivities,-9932.000,,,,-10565.000,,,,-15177.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9932.000,,,,-10565.000,,,,-15177.000,,,,
NetIncomeLoss,-9365.000,-9027.000,-7182.000,-11768.000,-7605.000,-4792.000,-17459.000,-9105.000,-14132.000,-7439.000,-5190.000,-11191.000,-12712.000
OperatingIncomeLoss,-9300.000,-8828.000,-7182.000,-11768.000,-7605.000,-4792.000,-17459.000,-9105.000,-14132.000,-7439.000,-5190.000,-11191.000,-12712.000
ProceedsFromContributedCapital,,,,,10565.000,,,,15177.000,,,,
ProceedsFromNotesPayable,5900.000,,,,,,,,,,,,
ProfessionalFees,3400.000,,,,10565.000,,,,15177.000,,,,0.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,3000.000,,,,3000.000,,,,5000.000,,,,4000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000
