,2011-08-31,2012-08-31,2012-11-30,2013-03-31,2013-06-30
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,,,291.000,298.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-7180.000,,,-1090.000,
CostOfGoodsAndServicesSold,,,,-15218.000,-15722.000
Depreciation,,,,291.000,
DepreciationPremisesAndEquipment,,,,291.000,298.000
EarningsPerShareBasic,,,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,,0.000,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,-31960.000,
GeneralAndAdministrativeExpense,202.000,2770.000,1335.000,8271.000,9119.000
GrossProfit,,,,10222.000,8611.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,,
IncreaseDecreaseInAccountsPayable,622.000,-560.000,,8248.000,
IncreaseDecreaseInAccountsReceivable,,,,-4490.000,
IncreaseDecreaseInAccruedLiabilities,,,,3099.000,
IncreaseDecreaseInInventories,,,,15297.000,
IncreaseDecreaseInNotesPayableCurrent,,10080.000,,17110.000,
IncreaseDecreaseInPrepaidExpense,,,,-48.000,
LegalFees,,,2250.000,,
NetCashProvidedByUsedInFinancingActivities,,,,44771.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,44771.000,
NetCashProvidedByUsedInInvestingActivities,,,,-351.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-351.000,
NetCashProvidedByUsedInOperatingActivities,-7180.000,,,-13550.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7180.000,,,-13550.000,
NetIncomeLoss,-7802.000,-9520.000,-10805.000,-36780.000,-59136.000
OperatingExpenses,,9520.000,10805.000,47002.000,67747.000
OperatingIncomeLoss,,-9520.000,,-36780.000,-59136.000
OtherComprehensiveIncomeLossNetOfTax,,,,-68740.000,-25783.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,-351.000,
ProceedsFromNotesPayable,,,,17110.000,
ProceedsFromRelatedPartyDebt,,,,27661.000,
ProfessionalAndContractServicesExpense,,,,2924.000,6196.000
ProfessionalFees,2000.000,6750.000,7220.000,18800.000,32815.000
ProfitLoss,-7802.000,,,,
Revenues,,,,25440.000,24333.000
SalariesAndWages,,,,13819.000,15372.000
SalesRevenueNet,,,,25440.000,24333.000
ShareBasedCompensation,,,,833.000,
ShareBasedGoodsAndNonemployeeServicesTransactionCashFlowEffects,,,,9167.000,
TemporaryEquityForeignCurrencyTranslationAdjustments,,,,-31960.000,33353.000
TravelAndEntertainmentExpense,,,,2897.000,3947.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,8000000.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,56040558.000,42555790.000,43166901.000
