,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1740000.000,2073000.000,1904000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-549000.000,-384000.000,-475000.000
AdditionalPaidInCapitalCommonStock,8847000.000,9024000.000,9711000.000
Assets,13032000.000,11758000.000,12918000.000
AssetsCurrent,2295000.000,1030000.000,2203000.000
AvailableForSaleSecuritiesNoncurrent,43000.000,37000.000,26000.000
CapitalizedCostsMineralInterestsInUnprovedProperties,10617000.000,10617000.000,10617000.000
CashAndCashEquivalentsAtCarryingValue,1724000.000,729000.000,1870000.000
ClassOfWarrantOrRightOutstanding,,15172195.000,20609086.000
CommonStockSharesOutstanding,180598219.000,185598129.000,195428961.000
CommonStockValue,58465000.000,61059000.000,66139000.000
ConvertibleDebtCurrent,,4827000.000,
ConvertibleDebtNoncurrent,6279000.000,530000.000,5502000.000
DepositsAssets,65000.000,64000.000,64000.000
DerivativeLiabilitiesNoncurrent,247000.000,173000.000,115000.000
DueToOfficersOrStockholdersCurrent,1000000.000,1000000.000,
DueToOfficersOrStockholdersNoncurrent,,,1175000.000
Liabilities,9266000.000,8603000.000,8696000.000
LiabilitiesAndStockholdersEquity,13032000.000,11758000.000,12918000.000
LiabilitiesCurrent,2740000.000,7900000.000,1904000.000
PrepaidExpenseCurrent,66000.000,31000.000,63000.000
PropertyPlantAndEquipmentNet,12000.000,10000.000,8000.000
ReceivablesNetCurrent,5000.000,5000.000,5000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,500000.000,265000.000,265000.000
RetainedEarningsAccumulatedDeficit,-62997000.000,-66544000.000,-71153000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,1439000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,12175000.000,12025000.000,17025000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,8552500.000,8602500.000,9701250.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,12175000.000,12025000.000,17025000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,910000.000,,
StockholdersEquity,3766000.000,3155000.000,4222000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3766000.000,3155000.000,4222000.000
