,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,88678000.000,118237000.000,103343000.000,100527000.000,95844000.000,145649000.000,112187000.000,143689000.000,127327000.000,217925000.000,184405000.000,165456000.000,166920000.000,334001000.000,273687000.000,210432000.000,252051000.000,375431000.000,274285000.000,200460000.000,184243000.000,332060000.000,254222000.000,409679000.000,294857000.000
AccountsReceivableNetCurrent,163385000.000,139590000.000,235907000.000,134043000.000,196411000.000,175249000.000,311001000.000,175524000.000,246218000.000,212836000.000,353257000.000,209952000.000,331299000.000,269133000.000,449221000.000,279835000.000,395917000.000,353406000.000,551188000.000,433638000.000,566286000.000,460955000.000,713731000.000,622685000.000,629235000.000
AccruedLiabilitiesCurrent,38473000.000,44654000.000,54008000.000,69285000.000,40970000.000,59626000.000,81802000.000,85077000.000,66969000.000,77935000.000,109344000.000,133729000.000,103844000.000,110649000.000,143299000.000,147681000.000,137482000.000,150824000.000,188266000.000,192935000.000,224076000.000,170226000.000,238284000.000,208750000.000,217310000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,114675000.000,,,,145271000.000,,,,172134000.000,,,,216812000.000,,,,293233000.000,,,,397056000.000,
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,0.000,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,240626000.000,247597000.000,256115000.000,268223000.000,291660000.000,301760000.000,313412000.000,321338000.000,342153000.000,359404000.000,373416000.000,397283000.000,443132000.000,458854000.000,490578000.000,508350000.000,554928000.000,572263000.000,603123000.000,636630000.000,702972000.000,787091000.000,816390000.000,823484000.000,835681000.000
AllowanceForDoubtfulAccountsReceivable,,3600000.000,3700000.000,4100000.000,3800000.000,2900000.000,3200000.000,3300000.000,3300000.000,3300000.000,2900000.000,2900000.000,3400000.000,3300000.000,3500000.000,3700000.000,5400000.000,5100000.000,6300000.000,5900000.000,11900000.000,34400000.000,33600000.000,11300000.000,12400000.000
Assets,691710000.000,766189000.000,900138000.000,919210000.000,920237000.000,1004689000.000,1078639000.000,1157083000.000,1140488000.000,1275388000.000,1396990000.000,1577741000.000,1599016000.000,1863945000.000,1978110000.000,2095083000.000,2548054000.000,2762258000.000,3035502000.000,2868900000.000,3218124000.000,3426924000.000,3685337000.000,3644331000.000,3577160000.000
AssetsCurrent,558104000.000,621327000.000,672004000.000,689663000.000,694102000.000,777295000.000,842302000.000,903598000.000,887441000.000,1011955000.000,1122915000.000,1128811000.000,1125157000.000,1368319000.000,1463903000.000,1549399000.000,1434479000.000,1557936000.000,1773111000.000,1498763000.000,1768783000.000,1849185000.000,2026561000.000,1965153000.000,1906028000.000
CashAndCashEquivalentsAtCarryingValue,110844000.000,119684000.000,67859000.000,175384000.000,107052000.000,142928000.000,157047000.000,341841000.000,255722000.000,223842000.000,186377000.000,347489000.000,179926000.000,300434000.000,249469000.000,593175000.000,232040000.000,171236000.000,159398000.000,129852000.000,157001000.000,121216000.000,179954000.000,250470000.000,172128000.000
CashSurrenderValueOfLifeInsurance,,,,3900000.000,,,,4300000.000,,,,4600000.000,,,,4700000.000,,,,4500000.000,,,,,
CostMethodInvestments,,,,14400000.000,,,,14600000.000,,,,15200000.000,,,,13400000.000,,,,12000000.000,,,,11700000.000,
DebtInstrumentCarryingAmount,,,16100000.000,14500000.000,12800000.000,11100000.000,9600000.000,11900000.000,10900000.000,6500000.000,5700000.000,4900000.000,4200000.000,3400000.000,2600000.000,2000000.000,1300000.000,700000.000,100000.000,,,,,,
DebtInstrumentPrincipalOutstanding,,11900000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,3500000.000,,,,2800000.000,,,,3300000.000,,,,4500000.000,,,,5100000.000,,,,,
DeferredFinanceCostsGross,,1600000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,2900000.000,2900000.000,2900000.000,2900000.000,3900000.000,,,,
DeferredTaxAssetsGross,,,,51268000.000,,,,64453000.000,,,,106377000.000,,,,133242000.000,,,,178552000.000,,,,237138000.000,
DeferredTaxAssetsInventory,,,,4317000.000,,,,3581000.000,,,,5633000.000,,,,5845000.000,,,,10019000.000,,,,25776000.000,
DeferredTaxAssetsLiabilitiesNet,,,,32427000.000,,,,45608000.000,,,,69457000.000,,,,86008000.000,,,,91227000.000,,,,136042000.000,
DeferredTaxAssetsNet,,,,49484000.000,,,,60487000.000,,,,98286000.000,,,,117692000.000,,,,154509000.000,,,,199169000.000,
DeferredTaxAssetsNetCurrent,15963000.000,17004000.000,18187000.000,16184000.000,19164000.000,22078000.000,19370000.000,23051000.000,24765000.000,32043000.000,29811000.000,38377000.000,40831000.000,39174000.000,40840000.000,52498000.000,65966000.000,71559000.000,60692000.000,0.000,0.000,0.000,0.000,,
DeferredTaxAssetsNetNoncurrent,21041000.000,20225000.000,21268000.000,15885000.000,15461000.000,17128000.000,20544000.000,22606000.000,26281000.000,26642000.000,26766000.000,31094000.000,35538000.000,37706000.000,47602000.000,33570000.000,14104000.000,32387000.000,42866000.000,92157000.000,92230000.000,118053000.000,155592000.000,136862000.000,121108000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,10119000.000,,,,4733000.000,,,,9217000.000,,,,3032000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,11400000.000,11078000.000,,,,12416000.000,,,,13829000.000,,,,16302000.000,,,,19600000.000,,,,26964000.000,
DeferredTaxAssetsOther,,,,3427000.000,,,,4918000.000,,,,5889000.000,,,,4592000.000,,,,6346000.000,,,,3107000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,1784000.000,,,,2210000.000,,,,3807000.000,,,,5131000.000,,,,6151000.000,,,,8664000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,1448000.000,,,,1170000.000,,,,1372000.000,,,,1858000.000,,,,2080000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,11238000.000,,,,13157000.000,,,,25472000.000,,,,35161000.000,,,,40406000.000,,,,32910000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,3403000.000,,,,11398000.000,,,,19999000.000,,,,38819000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,9576000.000,,,,14000000.000,,,,16262000.000,,,,24774000.000,,,,33821000.000,,,,53811000.000,
