,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
ProvisionForDoubtfulAccounts,,,25000000.000,,,,15000000.000,,
RepaymentsOfLongTermDebt,203000000.000,,840000000.000,,,,38000000.000,,
RevenueFromRelatedParties,,,114000000.000,100000000.000,113000000.000,140000000.000,135000000.000,157000000.000,168000000.000
Revenues,2846000000.000,,2839000000.000,2836000000.000,2825000000.000,2856000000.000,2796000000.000,2840000000.000,2848000000.000
RevenuesFromExternalCustomers,,,2725000000.000,2736000000.000,2712000000.000,2716000000.000,2661000000.000,2683000000.000,2680000000.000
SalesRevenueNet,2753000000.000,,2839000000.000,2836000000.000,2825000000.000,2856000000.000,2796000000.000,2840000000.000,2848000000.000
SegmentReportingInformationOperatingIncomeLoss,1470000000.000,,,,,,,,
SegmentReportingInformationRevenueFromExternalCustomers,2846000000.000,,,,,,,,
SegmentReportingSegmentRevenue,2753000000.000,,,,,,,,
SellingExpense,556000000.000,,,,,,,,
SellingGeneralAndAdministrativeExpense,556000000.000,,484000000.000,444000000.000,384000000.000,405000000.000,438000000.000,409000000.000,626000000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,415000.000,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,1775729000.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,1761149000.000,,,,,,,,
WeightedAverageNumberOfSharesRestrictedStock,4000000.000,,,,,,,,
