,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,0.000,0.000
AmortizationOfIntangibleAssets,,,30000000.000,108000000.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,6274483.000,6274483.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,-0.760
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,-0.760
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-252000000.000
BusinessAcquisitionsProFormaRevenue,,,,5780000000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementLoss,,,,-6000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-34000000.000,5000000.000
ComprehensiveIncomeNetOfTax,,,19000000.000,-157000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,8000000.000,15000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,27000000.000,-142000000.000
ConcentrationRiskPercentage1,,,0.100,0.100
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,60000000.000,102000000.000
ConversionOfStockAmountConverted1,,,41000000.000,
ConversionOfStockSharesConverted1,,,-2459017.000,
CostOfGoodsSold,,,1793000000.000,3452000000.000
CostsAndExpenses,,,2466000000.000,4968000000.000
CostsAndExpensesRelatedParty,,,56000000.000,66000000.000
CurrentFederalTaxExpenseBenefit,-0.000,,,
DeferredFederalIncomeTaxExpenseBenefit,-400000.000,-1000000.000,,
DefinedContributionPlanCostRecognized,2700000.000,,7000000.000,9000000.000
Depreciation,138400000.000,,,418000000.000
DepreciationAmortizationAndAccretionNet,,,293000000.000,525000000.000
DepreciationAndAmortization,,,287000000.000,541000000.000
DepreciationDepletionAndAmortization,,,287000000.000,541000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,0.000,0.000
DistributionsPerLimitedPartnershipUnitOutstanding,,,1.870,1.975
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,,
EnvironmentalRemediationExpense,,,5000000.000,2000000.000
EquityMethodInvestmentDividendsOrDistributions,,,142000000.000,204000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,17974000.000,14000000.000,-6000000.000,-3000000.000
FinitelivedIntangibleAssetsAcquired1,,,,-2865000000.000
GainLossOnDerivativeInstrumentsNetPretax,,,-8000000.000,93000000.000
GainLossOnDispositionOfAssets,,,-2000000.000,1000000.000
GainsLossesOnExtinguishmentOfDebt,,,-7000000.000,-25000000.000
GasGatheringTransportationMarketingAndProcessingCosts,,,1793000000.000,3452000000.000
GasGatheringTransportationMarketingAndProcessingRevenue,,,545000000.000,989000000.000
GeneralAndAdministrativeExpense,,,88000000.000,158000000.000
GoodwillImpairmentLoss,,,,370000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,26000000.000,-139000000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.160,0.170,-0.570
IncomeLossFromContinuingOperationsPerDilutedShare,,0.130,0.170,-0.570
IncomeLossFromEquityMethodInvestments,,,135000000.000,195000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,135000000.000,195000000.000
IncomeTaxExpenseBenefit,,,-1000000.000,3000000.000
IncomeTaxesPaid,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,119000000.000,-16000000.000
IncreaseDecreaseInAccountsReceivable,,,96000000.000,-28000000.000
IncreaseDecreaseInOtherOperatingAssets,,,54000000.000,-34000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-125000000.000,-1000000.000
InterestCostsCapitalized,1200000.000,,6000000.000,6000000.000
InterestCostsIncurredCapitalized,,,2000000.000,14000000.000
InterestExpense,,,164000000.000,304000000.000
InterestPaidNet,,,146000000.000,303000000.000
