,2011-03-31,2013-06-30,2013-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-177598.000,-501770.000
AmortizationOfIntangibleAssets,,250638.000,757.000
CashPeriodIncreaseDecrease,-365.000,,
CostOfRevenue,,112670.000,125156.000
Depreciation,,329.000,286.000
DerivativeGainOnDerivative,,,185994.000
EarningsPerShareBasicAndDiluted,-0.002,-0.200,-0.030
GainsLossesOnExtinguishmentOfDebt,,42550.000,
GeneralAndAdministrativeExpense,,439290.000,1077580.000
GrossProfit,,5130.000,11922.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-63974.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,63675.000,,
InterestExpense,-12991.000,14478.000,50369.000
NetCashProvidedByUsedInOperatingActivities,-365.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-365.000,,
NetIncomeLoss,-76965.000,-834653.000,-1432846.000
OperatingExpenses,63974.000,690257.000,1078623.000
OperatingIncomeLoss,,-685127.000,-1066701.000
OtherNoncashExpense,9226.000,,
OtherNoncashIncomeExpense,-76965.000,,
OtherNonoperatingIncomeExpense,,-149526.000,-366145.000
Revenues,,117800.000,137078.000
RoyaltyExpense,36000.000,,
SalesRevenueNet,,117800.000,137078.000
SellingGeneralAndAdministrativeExpense,27974.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,43066576.000,46668799.000
