,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-45728.000,-1473.000,2010341.000
CostsAndExpenses,,,72611.000
CurrentFederalTaxExpenseBenefit,,,13000.000
CurrentStateAndLocalTaxExpenseBenefit,,,1000.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.071,
GainLossOnInvestments,,,104897.000
GainLossOnSaleOfInvestments,,,-88733.000
GeneralAndAdministrativeExpense,49803.000,39446.000,10300.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,15000.000,14000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-12000.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-3000.000,
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-17756.000
IncreaseDecreaseInAccountsPayableTrade,3500.000,17973.000,
IncreaseDecreaseInInterestAndDividendsReceivable,,,600.000
IncreaseDecreaseInOperatingAssets,,,32911.000
InterestPaid,0.000,,1136.000
InvestmentIncomeInterest,,,625.000
NetCashProvidedByUsedInFinancingActivities,575.000,20000.000,2191950.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,575.000,20000.000,2191950.000
NetCashProvidedByUsedInOperatingActivities,-46303.000,-21473.000,-181609.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-46303.000,-21473.000,-181609.000
NetIncomeLoss,,-39446.000,
OtherGeneralExpense,,,10296.000
PaymentsOfStockIssuanceCosts,,,198050.000
PaymentsToAcquireInvestments,,,180000.000
ProceedsFromIssuanceOfCommonStock,575.000,,1995000.000
ProceedsFromIssuanceOfConvertiblePreferredStock,,,400000.000
ProceedsFromIssuanceOfPrivatePlacement,,,1100000.000
ProceedsFromNotesPayable,,20000.000,
ProceedsFromRepaymentsOfNotesPayable,,,-5000.000
ProfessionalFees,,,52015.000
ProfitLoss,-49803.000,,
RealizedInvestmentGainsLosses,,,39754.000
ShareBasedCompensation,0.000,,
StockIssuedDuringPeriodSharesOther,,,9975000.000
StockIssuedDuringPeriodSharesShareBasedCompensationGross,,,6049662.000
StockIssuedDuringPeriodValueIssuedForServices,,,1995000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,1209932.000
StockholdersEquityOther,575.000,,
UnrealizedGainLossOnInvestments,,,65143.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,30631200.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,32436953.000
