,2011-12-31,2012-12-31,2013-12-31,2014-12-31
FloorBrokerageExchangeAndClearanceFees,87389.000,101783.000,83981.000,51875.000
GeneralPartnerDistributions,,,,0.000
InvestmentIncomeInterest,118806.000,62822.000,43953.000,14763.000
InvestmentIncomeInvestmentExpense,,,,1606436.000
InvestmentIncomeNet,-4106191.000,-3253168.000,-2546856.000,-1591673.000
MarketingExpense,2235282.000,1733091.000,1328963.000,784444.000
NetIncomeLoss,-5729535.000,7068130.000,-18055850.000,-12889681.000
NetIncomeLossAllocatedToGeneralPartners,394433.000,142776.000,-28543.000,0.000
NetIncomeLossAllocatedToLimitedPartners,-6123968.000,6925354.000,-18027307.000,-12889681.000
OtherExpenses,193088.000,170588.000,161713.000,157144.000
PartnersCapitalAccountContributions,2374609.000,2596000.000,844138.000,1075000.000
PartnersCapitalAccountRedemptions,22942891.000,10969554.000,12575138.000,9076598.000
ProfessionalFees,1796627.000,1412311.000,1100133.000,664848.000
SalesCommissionsAndFees,,1000.000,0.000,0.000
TradingGainsLosses,-1623344.000,10321298.000,-15508994.000,-11298008.000
TradingSecuritiesRealizedGainLoss,10549941.000,15042250.000,-18029530.000,-11758015.000
TradingSecuritiesUnrealizedHoldingGainLoss,-12085896.000,-4619169.000,2604517.000,511882.000
