,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
InterestIncomeExpenseNet,-3616.000,1198.000,-1013.000,3447.000,919.000,-59978.000,,
InvestmentIncomeInterest,,,,,,,4176.000,
LeaseAndRentalExpense,,,52692.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,-317768.000,,,,66618.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-317768.000,,,,66618.000,,
NetCashProvidedByUsedInInvestingActivities,,1426.000,,,,-87197.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,1426.000,,,,-87197.000,,
NetCashProvidedByUsedInOperatingActivities,,1124321.000,,,,-94680.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1124321.000,,,,-94680.000,,
NetIncomeLoss,-67994.000,559265.000,136242.000,-204975.000,-1327192.000,185185.000,-492809.000,-138933.000
OperatingExpenses,273704.000,242269.000,284533.000,251381.000,1251839.000,246965.000,540063.000,298608.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,45624.000,59387.000,-20558.000,-67092.000,75613.000,1469.000,7211.000,-4206.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,,,,-34456.000,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,618652.000,,,,186654.000,-485598.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,2481.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,5882.000,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,-135432.000
OtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterest,,,,,,,,-3501.000
OtherExpenses,,-500.000,-2204.000,,,-113111.000,-141172.000,
OtherIncome,-59304.000,-1698.000,-1191.000,36312.000,-63890.000,-11363.000,12938.000,
OtherNonoperatingIncomeExpense,,,,,,,,-1075.000
OtherOperatingIncomeExpenseNet,-68779.000,,,39759.000,,,,-115093.000
PropertyPlantAndEquipmentAdditions,,,,,,-87197.000,,
PropertyPlantAndEquipmentDisposals,,1426.000,,,,,,-3362.000
ProvisionForDoubtfulAccounts,,,,-2877.000,,,,
ResultsOfOperationsIncomeBeforeIncomeTaxes,,,,-205136.000,,185185.000,-492809.000,
Revenues,6885575.000,5365362.000,10673664.000,6386158.000,5152186.000,3391315.000,3500059.000,3192631.000
SalesRevenueNet,6944879.000,5367060.000,6200412.000,6349846.000,5216076.000,3402678.000,3487121.000,3192631.000
SellingGeneralAndAdministrativeExpense,206992.000,241746.000,284553.000,251378.000,353358.000,314941.000,304737.000,288291.000
ShareBasedCompensation,,,,,,30000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,46008203.000,46008203.000,46008203.000,46008203.000,-96516406.000,56901161.000,63827683.000,101658431.000
WeightedAverageNumberOfSharesOutstandingBasic,41508203.000,41508203.000,41508203.000,41508203.000,-83016406.000,54676442.000,63827683.000,101658431.000
