,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AmortizationOfDebtDiscountPremium,,,,,,57703.000,,
CashPeriodIncreaseDecrease,,925005.000,,,,-102156.000,,
ComprehensiveIncomeNetOfTax,,,40265.000,-177382.000,,,,-134167.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,-2285.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,115684.000,-272067.000,,,,-136452.000
CostOfGoodsSold,6662172.000,4561091.000,5777884.000,6343360.000,5231781.000,2857417.000,3298695.000,2917863.000
DepreciationAndAmortization,2727.000,1612.000,,2880.000,,,,
DepreciationExpense,,1612.000,,,,2909.000,,
DerivativeLossOnDerivative,,,,,,,,-31802.000
EarningsPerShareBasic,-0.000,0.010,0.000,0.000,-0.020,0.000,-0.010,-0.001
EarningsPerShareDiluted,-0.000,0.010,0.000,0.000,-0.020,0.000,-0.010,-0.001
EffectOfExchangeRateOnCashAndCashEquivalents,,117027.000,,,,13103.000,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,-471.000,-161.000,,,,
GainLossOnDispositionOfProperty,,-1089.000,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,-3362.000
GrossProfit,282707.000,805969.000,422528.000,6486.000,-15705.000,545261.000,188426.000,274768.000
IncomeLossAttributableToNoncontrollingInterest,-28252.000,280508.000,75419.000,-94685.000,-613802.000,169419.000,170884.000,
IncomeLossAttributableToParent,-39742.000,278757.000,60823.000,-110290.000,-713390.000,15766.000,-321925.000,
IncomeLossFromContinuingOperations,9003.000,563700.000,137975.000,-244895.000,-1267524.000,298296.000,-351637.000,-23840.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,-138933.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-59776.000,563200.000,135771.000,,,,,
IncomeTaxExpenseBenefit,8218.000,3935.000,,,,,,
IncreaseDecreaseInAccountsPayable,,-870959.000,,,,-402460.000,,
IncreaseDecreaseInAccountsReceivable,,1434098.000,,,,376718.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,3168.000,,
IncreaseDecreaseInAccruedTaxesPayable,,-1281.000,,,,2976.000,,
IncreaseDecreaseInCustomerAdvances,,226340.000,,,,-212467.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,41770.000,,
IncreaseDecreaseInNotesReceivables,,,,,,7966.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,298294.000,,,,,,
IncreaseDecreaseInOtherReceivables,,-19679.000,,,,-172733.000,,
InterestAndOtherIncome,,,,,,,,5382.000
InterestExpense,,,,,,,-130883.000,-83392.000
