,2011-06-30,2011-09-30,2012-06-30,2012-09-30
AssetManagementCosts,,,0.000,0.000
BusinessCombinationAcquisitionRelatedCosts,,420000.000,5827000.000,13817000.000
ComprehensiveIncomeNetOfTax,,,-7253000.000,-13051000.000
DebtInstrumentUnusedBorrowingCapacityFee,,,,50000.000
DepreciationAndAmortization,,,5296000.000,8900000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,2000.000,167000.000,762000.000
EarningsPerShareBasicAndDiluted,,-0.720,-0.080,-0.090
GeneralAndAdministrativeExpense,82000.000,82000.000,185000.000,360000.000
InterestExpense,,,1803000.000,2318000.000
NetIncomeLoss,-82000.000,-496000.000,-5030000.000,-11887000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,0.000
NonoperatingIncomeExpense,,,-1741000.000,-2112000.000
OperatingExpenses,82000.000,504000.000,11475000.000,23839000.000
OperatingIncomeLoss,,,-3289000.000,-9775000.000
OperatingLeasesIncomeStatementLeaseRevenue,,8000.000,8129000.000,13638000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,-2223000.000,-1198000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,34000.000
OtherNonoperatingIncomeExpense,,,62000.000,206000.000
ProfitLoss,,,,-11887000.000
Revenues,,,8186000.000,14064000.000
SalesRevenueNet,,,8186000.000,14064000.000
TenantReimbursements,,,57000.000,426000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,63852013.000,134186453.000
