,2013-06-30,2013-09-30,2014-03-31,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5929.000,
CostOfServices,2581.000,2292.000,7100.000,
Depreciation,,,49.000,
DepreciationNonproduction,147.000,146.000,49.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,-2400.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,-2400.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,2400.000
EarningsPerShareBasic,-0.002,-0.001,-0.000,
EarningsPerShareBasicAndDiluted,,,0.000,-0.000
EarningsPerShareDiluted,,,-0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.036,
GeneralAndAdministrativeExpense,16972.000,16872.000,,
GrossProfit,6504.000,1956.000,-3410.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-2400.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,6800.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-6100.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-700.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1304.000,
IncreaseDecreaseInAccountsReceivable,,,-450.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1895.000,
NetCashProvidedByUsedInFinancingActivities,,,10897.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,10897.000,
NetCashProvidedByUsedInOperatingActivities,,,-16826.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-16826.000,
NetIncomeLoss,,,-17916.000,-28794.000
NetIncomeLossAvailableToCommonStockholdersBasic,-10615.000,-15062.000,,
OperatingExpenses,17119.000,17018.000,14506.000,26394.000
OperatingIncomeLoss,-10615.000,-15062.000,-17916.000,-26394.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,10897.000,
SalesRevenueServicesNet,9085.000,4248.000,3690.000,
SellingGeneralAndAdministrativeExpense,,,14457.000,26394.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,35900000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,6458435.000
WeightedAverageNumberOfSharesOutstandingBasic,5900000.000,14432609.000,35900000.000,
