,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,418475.000,,,,-4396068.000,,,
CurrentFederalTaxExpenseBenefit,,,,,,,0.000,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,-266639.000,-116205.000,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,,,,-91307.000,-37567.000,,391109.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,0.000,1067816.000,,260251.000,1489321.000,893592.000,141850.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,,0.000,,
GainLossOnInvestments,-7236940.000,-20007989.000,19788103.000,-5438816.000,9060888.000,6702561.000,15596353.000,1942076.000,4526790.000,10775964.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-9355215.000,-22263228.000,17704135.000,-7483044.000,7245633.000,5030988.000,14025070.000,518815.000,3168472.000,9672448.000
IncreaseDecreaseInOtherAccruedLiabilities,,,260557.000,,,,157913.000,,,
InvestmentIncomeInterest,,,,,,,950.000,,,
InvestmentIncomeInterestAndDividend,1170.000,684.000,2408.000,3192.000,3185.000,3238.000,950.000,351.000,212.000,168.000
InvestmentIncomeNet,-2118275.000,-2255239.000,-2083968.000,-2044228.000,-1815255.000,-1671573.000,-1571283.000,-1423261.000,-1358318.000,-1103516.000
ManagementFeeExpense,,,,,,,,1128720.000,1042239.000,
NetCashProvidedByUsedInFinancingActivities,,,-20574251.000,,,,-33379920.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-20574251.000,,,,-33379920.000,,,
NetCashProvidedByUsedInOperatingActivities,,,20992726.000,,,,28983852.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,20992726.000,,,,28983852.000,,,
OperatingExpenses,2119445.000,2255923.000,2086376.000,2047420.000,1818440.000,1674811.000,1572233.000,1423612.000,1358530.000,1103684.000
OtherExpenses,43156.000,45773.000,52904.000,62636.000,38217.000,37293.000,51763.000,24121.000,46023.000,51344.000
OtherTaxExpenseBenefit,,,,,,,0.000,,,
PartnersCapitalAccountContributions,,,4341936.000,,,,250000.000,,,
PartnersCapitalAccountRedemptions,,,21977848.000,,,,27655607.000,,,
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,,,24916187.000,,,,33629920.000,,,
ProceedsFromPartnershipContribution,,,4341936.000,,,,250000.000,,,
ProfessionalFees,117488.000,366246.000,312350.000,326497.000,343803.000,352088.000,298252.000,245836.000,246717.000,34565.000
