,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-1000000.000,,,,0.000,,,,-1000000.000,,,,-2000000.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,101000000.000,,,,132000000.000,,,,,,,,,,
AmortizationOfFinancingCosts,,5000000.000,,,,5000000.000,,,,4000000.000,,,,3000000.000,,,,3000000.000,,
AmortizationOfIntangibleAssets,56000000.000,56000000.000,56000000.000,57000000.000,57000000.000,57000000.000,57000000.000,57000000.000,56000000.000,57000000.000,57000000.000,56000000.000,57000000.000,57000000.000,57000000.000,55000000.000,57000000.000,57000000.000,56000000.000,57000000.000
BusinessCombinationAcquisitionRelatedCosts,,1000000.000,2000000.000,1000000.000,0.000,0.000,0.000,1000000.000,0.000,,,0.000,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,3000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-55000000.000,,,,-52000000.000,,,,12000000.000,,,,6000000.000,,,,21000000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,0.000,,,,,,
ComprehensiveIncomeNetOfTax,,,,-246000000.000,,-98000000.000,-182000000.000,-87000000.000,123000000.000,-58000000.000,-93000000.000,-49000000.000,-225000000.000,30000000.000,51000000.000,-64000000.000,-345000000.000,-3000000.000,-129000000.000,-184000000.000
CostOfGoodsSold,319000000.000,296000000.000,280000000.000,271000000.000,298000000.000,261000000.000,236000000.000,234000000.000,232000000.000,228000000.000,206000000.000,199000000.000,221000000.000,203000000.000,182000000.000,186000000.000,173000000.000,164000000.000,156000000.000,141000000.000
CostOfGoodsSoldAmortization,65000000.000,50000000.000,49000000.000,47000000.000,46000000.000,22000000.000,14000000.000,13000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,9000000.000,7000000.000,10000000.000,9000000.000,8000000.000,7000000.000,7000000.000
CostOfRevenue,719000000.000,683000000.000,644000000.000,627000000.000,631000000.000,574000000.000,532000000.000,523000000.000,519000000.000,513000000.000,463000000.000,447000000.000,449000000.000,441000000.000,403000000.000,415000000.000,392000000.000,379000000.000,363000000.000,340000000.000
CostOfServices,335000000.000,337000000.000,315000000.000,309000000.000,287000000.000,291000000.000,282000000.000,276000000.000,273000000.000,271000000.000,243000000.000,234000000.000,214000000.000,229000000.000,214000000.000,219000000.000,210000000.000,207000000.000,200000000.000,192000000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,2000000.000,,,,0.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,6000000.000,,,,-14000000.000,,,,2000000.000,,,,-6000000.000,,,,-4000000.000,,
DepreciationAndAmortization,,143000000.000,,,,114000000.000,,,,118000000.000,,,,94000000.000,,,,93000000.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,1000000.000,,,,-1000000.000,,,,1000000.000,,,,-10000000.000,,,,-8000000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,1.128,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,5000000.000,,-2000000.000,17000000.000,-5000000.000,-5000000.000,2000000.000,-2000000.000,1000000.000,17000000.000,6000000.000,-1000000.000,-3000000.000,12000000.000,6000000.000,3000000.000,1000000.000
ForeignCurrencyTransactionGainLossUnrealized,,1000000.000,,,,13000000.000,,,,-2000000.000,,,,13000000.000,,,,5000000.000,,
