,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,-0.120,-0.080,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,-2913000.000,207000.000,-761000.000,-1231000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,-0.260,0.020,-0.070,-0.100,,,
IncomeTaxExpenseBenefit,802000.000,-12209000.000,516000.000,-7064000.000,,,,,311000.000,262000.000,496000.000,56000.000,243000.000,275000.000,360000.000,267000.000,294000.000,290000.000,289000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,395000.000,375000.000,376000.000,,,,,,,,,,,,
IncomeTaxesPaid,17000.000,,,,61000.000,,,,,,,,5000.000,,,,5000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,547000.000,,,,675000.000,,,,214000.000,,,,167000.000,,,,172000.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,16232000.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeposits,5864000.000,,,,17192000.000,,,,1511000.000,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,3164000.000,,,,2472000.000,,,,3018000.000,,,,2912000.000,,,,5661000.000,,
IncreaseDecreaseInOtherReceivables,,,,,838000.000,,,,445000.000,,,,950000.000,,,,779000.000,,
IncreaseDecreaseInRestrictedCash,13090000.000,,,,18126000.000,,,,26775000.000,,,,16709000.000,,,,28125000.000,,
InterestAndDividendIncomeOperating,74387000.000,37376000.000,3418000.000,-111891000.000,1193000.000,1367000.000,1527000.000,1598000.000,1649000.000,1770000.000,1760000.000,-4952000.000,,,,,,,
InterestExpense,13556000.000,7300000.000,737000.000,-20678000.000,273000.000,341000.000,406000.000,402000.000,387000.000,373000.000,362000.000,-1097000.000,,,,,,,
InterestIncomeExpenseAfterProvisionForLoanLoss,-63895000.000,-33873000.000,2600000.000,98158000.000,994000.000,1072000.000,1051000.000,998000.000,1088000.000,1549000.000,1393000.000,,,,,,,,
InterestIncomeExpenseNet,60831000.000,30076000.000,2681000.000,-91213000.000,920000.000,1026000.000,1121000.000,1196000.000,1262000.000,1397000.000,1398000.000,-3855000.000,,,,,,,
InterestPaid,27425000.000,,,,229000.000,,,,377000.000,,,,,,,,,,
InterestPaidCapitalized,20563000.000,,,,15000.000,,,,42000.000,,,,,,,,,,
LaborAndRelatedExpense,11151000.000,10525000.000,11645000.000,8731000.000,8813000.000,10396000.000,10454000.000,10750000.000,10441000.000,8450000.000,9513000.000,7847000.000,9911000.000,8386000.000,9580000.000,8340000.000,8189000.000,7623000.000,8738000.000
NetCashProvidedByUsedInFinancingActivities,-122126000.000,,,,17123000.000,,,,835000.000,,,,-13598000.000,,,,-250000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-122126000.000,,,,17123000.000,,,,835000.000,,,,-512000.000,,,,-250000.000,,
NetCashProvidedByUsedInInvestingActivities,78729000.000,,,,6134000.000,,,,-257000.000,,,,16187000.000,,,,-304000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,78729000.000,,,,6134000.000,,,,-257000.000,,,,13835000.000,,,,-304000.000,,
NetCashProvidedByUsedInOperatingActivities,21407000.000,,,,-19920000.000,,,,-14819000.000,,,,-6775000.000,,,,-10214000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,21407000.000,,,,-19920000.000,,,,-14819000.000,,,,-8206000.000,,,,-10214000.000,,
NetIncomeLoss,,,,,,,,,,,,,,,,,-6115000.000,-4852000.000,-5311000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-13932000.000,-12283000.000,,,,,,,,,,,,,
NoninterestExpense,40332000.000,28867000.000,25732000.000,8222000.000,26208000.000,23402000.000,21626000.000,22759000.000,25120000.000,19884000.000,20612000.000,,,,,,,,
NoninterestIncome,,,,,,,,,12789000.000,10668000.000,13371000.000,-36246000.000,,,,,,,
NoninterestIncomeOther,,2620000.000,3962000.000,,3415000.000,2386000.000,3437000.000,2357000.000,4396000.000,2593000.000,4122000.000,2529000.000,4880000.000,2905000.000,4275000.000,2662000.000,6353000.000,3850000.000,5042000.000
OperatingExpenses,,,,,,,,,,,,,24458000.000,24097000.000,20693000.000,19248000.000,22406000.000,17773000.000,19843000.000
OperatingIncomeLoss,,,,,,,,,,-7667000.000,-5848000.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,499000.000,,,,-17000.000,,700000.000,,120000.000,-419000.000,,,0.000,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,123000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,,,161000.000,,,161000.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,,0.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,499000.000,454000.000,-793000.000,-1512000.000,-17000.000,-728000.000,861000.000,-177000.000,120000.000,-258000.000,,,0.000,0.000,0.000
OtherIncome,,1238002000.000,23436000.000,,,281000.000,421000.000,,,281000.000,1231000.000,,,,,,,,
OtherNonoperatingIncome,,,,,,,,,,,1392000.000,,56000.000,318000.000,37000.000,-24000.000,58000.000,358000.000,76000.000
PaymentsForProceedsFromLoansAndLeases,176000.000,,,,1409000.000,,,,1650000.000,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,-17566000.000,,,,-18732000.000,,,,-26984000.000,,,,-16832000.000,,,,-28271000.000,,
PaymentsForProceedsFromOtherLoansAndLeases,,,,,12148000.000,,,,7574000.000,,,,,,,,,,
PaymentsForRepurchaseOfCommonStock,31000.000,,,,69000.000,,,,673000.000,,,,511000.000,,,,250000.000,,
PaymentsToAcquireAvailableForSaleSecurities,10512000.000,,,,8097000.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,534000.000,,,,860000.000,,,,671000.000,,,,341000.000,,,,445000.000,,
PaymentsToAcquireShortTermInvestments,,,,,,,,,,,,,5009000.000,,,,5007000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,709000.000,,,,3064000.000,,,,4454000.000,,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,,,,,,,,54500000.000,,,,,
ProceedsFromSaleOfLoansAndLeasesHeldForInvestment,84766000.000,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfShortTermInvestments,,,,,24978000.000,,,,4975000.000,,,,19062000.000,,,,5002000.000,,
ProfitLoss,-87958000.000,1194268000.000,9858000.000,-13940000.000,-13932000.000,-12283000.000,-8789000.000,-15193000.000,-11554000.000,-7648000.000,-5113000.000,-13252000.000,-13441000.000,-12705000.000,-8596000.000,,,,
ProvisionForLoanAndLeaseLosses,124726000.000,63949000.000,81000.000,-189371000.000,-74000.000,-46000.000,70000.000,198000.000,,,,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,3000.000,,,,1000.000,,,,,,
RepaymentsOfLongTermDebt,127959000.000,,,,,,,,,,,,,,,,,,
Revenues,-54829000.000,-27076000.000,12670000.000,109641000.000,12671000.000,11213000.000,12792000.000,7770000.000,13877000.000,12217000.000,14764000.000,3298000.000,14117000.000,11142000.000,13181000.000,7734000.000,16527000.000,12853000.000,14745000.000
SalesRevenueNet,-54829000.000,-1265078000.000,-10766000.000,109641000.000,12671000.000,10932000.000,12371000.000,7770000.000,13877000.000,11936000.000,13533000.000,3298000.000,14117000.000,11142000.000,13181000.000,7734000.000,16527000.000,12853000.000,14745000.000
ShareBasedCompensation,1342000.000,,,,1068000.000,,,,1988000.000,,,,1819000.000,,,,638000.000,,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,,,,,,,,,,,-511000.000,,,,-250000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,101334000.000,110381000.000,110573000.000,-211621000.000,,104903000.000,111110000.000,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,102061000.000,,,,112142000.000,11283000.000,11288000.000,,11385000.000,11527000.000,11530000.000,-22949000.000,11592000.000,11679000.000,11691000.000
WeightedAverageNumberOfSharesOutstandingBasic,101334000.000,101492000.000,101554000.000,-202805000.000,,104903000.000,111110000.000,,,,,,,,,,,,
