,2011-07-30,2011-10-29,2012-08-04,2012-11-03
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,-380000.000,-129000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,,29000.000,22000.000
AmortizationOfIntangibleAssets,,,500000.000,500000.000
ComprehensiveIncomeNetOfTax,,,16577000.000,15902000.000
CostOfGoodsAndServicesSold,253600000.000,279568000.000,243791000.000,228107000.000
CurrentForeignTaxExpenseBenefit,,,-400000.000,-100000.000
Depreciation,,,4300000.000,4400000.000
EarningsPerShareBasic,0.320,0.560,0.300,0.230
EarningsPerShareDiluted,0.320,0.560,0.300,0.230
GrossProfit,59845000.000,71765000.000,57816000.000,53736000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,18666000.000,32627000.000,16891000.000,13284000.000
IncomeTaxExpenseBenefit,708000.000,945000.000,130000.000,416000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,31682000.000,16761000.000,12868000.000
OperatingIncomeLoss,23512000.000,37621000.000,22572000.000,18869000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,-184000.000,3034000.000
OtherOperatingIncomeExpenseNet,123000.000,-154000.000,-258000.000,-3283000.000
ProfitLoss,17958000.000,,,
ProvisionForDoubtfulAccounts,,,-42000.000,173000.000
Revenues,313445000.000,351333000.000,301607000.000,281843000.000
SalesRevenueNet,313445000.000,351333000.000,301607000.000,281843000.000
SellingGeneralAndAdministrativeExpense,36456000.000,33990000.000,34986000.000,31584000.000
StandardProductWarrantyAccrualPayments,,,1643000.000,2523000.000
StandardProductWarrantyAccrualWarrantiesIssued,,,2077000.000,2392000.000
WeightedAverageNumberOfDilutedSharesOutstanding,56128000.000,56179000.000,56179000.000,56179000.000
WeightedAverageNumberOfSharesOutstandingBasic,56128000.000,56179000.000,56179000.000,56179000.000
