,2011-07-31,2012-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-71708.000,-63.000
ComprehensiveIncomeNetOfTax,,-124571.000
CostsAndExpenses,,124453.000
EarningsPerShareBasic,0.000,
EarningsPerShareBasicAndDiluted,,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-33.000,-118.000
ForeignCurrencyTransactionGainLossBeforeTax,,105.000
GeneralAndAdministrativeExpense,4696.000,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-72742.000,
IncreaseDecreaseInAccountsPayable,11955.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,63079.000
IncreaseDecreaseInAccruedSalaries,,7500.000
IncreaseDecreaseInDueToRelatedParties,27518.000,36168.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-208.000,-136.000
MarketingAndAdvertisingExpense,740.000,1386.000
NetCashProvidedByUsedInFinancingActivities,-10680.000,54065.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-10680.000,54065.000
NetCashProvidedByUsedInOperatingActivities,-60995.000,-54010.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-60995.000,-54010.000
NetIncomeLoss,-72742.000,-124453.000
OccupancyNet,780.000,390.000
OperatingExpenses,72742.000,
OperatingIncomeLoss,,-124453.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,-118.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-118.000
OtherCostAndExpenseOperating,,4022.000
OtherExpenses,,972.000
OtherGeneralAndAdministrativeExpense,,142.000
OtherGeneralExpense,906.000,315.000
PostageExpense,,1560.000
ProceedsFromRepaymentsOfOtherDebt,,22457.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-38198.000,-4560.000
ProfessionalFees,60991.000,101419.000
RepaymentsOfRelatedPartyDebt,,4561.000
SalariesWagesAndOfficersCompensation,,8750.000
SuppliesExpense,,165.000
TravelAndEntertainmentExpense,4629.000,4395.000
WeightedAverageNumberOfDilutedSharesOutstanding,57600000.000,
WeightedAverageNumberOfSharesIssuedBasic,,57600000.000
