,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,6157.000,,,,60912.000,,,,38521.000,,,
CostsAndExpenses,38570.000,14235.000,73803.000,-7742.000,12008.000,7898.000,14563.000,26466.000,14043.000,5268.000,5239.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,6274.000,7492.000,5551.000,2886.000,2314.000,1055.000,2053.000,7119.000,4545.000,1988.000,2511.000,1902.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,,-14043.000,,,
IncreaseDecreaseInDueToOfficersAndStockholders,1000.000,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,5000.000,,,,487.000,,,,,,,
InterestExpense,1263.000,2890.000,6193.000,591.000,800.000,800.000,800.000,800.000,,,,
NetCashProvidedByUsedInFinancingActivities,33500.000,,,,-28500.000,,,,50000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,33500.000,,,,-28500.000,,,,50000.000,,,
NetCashProvidedByUsedInOperatingActivities,-27343.000,,,,89412.000,,,,-11479.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-27343.000,,,,89412.000,,,,-11479.000,,,
NetIncomeLoss,-38570.000,-14235.000,-73803.000,7742.000,85854.000,-7898.000,-14563.000,-26466.000,-14043.000,-5268.000,-5239.000,-18038.000
NoninterestExpenseTransferAgentAndCustodianFees,3799.000,1153.000,5609.000,2281.000,5594.000,2043.000,8170.000,2097.000,4498.000,1280.000,1228.000,1977.000
OccupancyCosts,,,,,300.000,,,,,,,
OtherIncome,,,,,97862.000,,,,,,,
ProceedsFromContributionsFromAffiliates,300.000,,,,300.000,,,,300.000,,,
ProceedsFromConvertibleDebt,32500.000,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,50000.000,,,
ProfessionalFees,27234.000,2700.000,54220.000,-13501.000,3300.000,4000.000,1500.000,16450.000,5000.000,2000.000,1500.000,1500.000
RepaymentsOfLongTermDebt,,,,,28500.000,,,,,,,
TravelAndEntertainmentExpense,,,2230.000,,,,2040.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,18000000.000,18000000.000,18000000.000,-36000000.000,18000000.000,18000000.000,54000000.000,-36000000.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,54000000.000,54000000.000,54000000.000,-108000000.000
