,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,,,,,,,,,,,,,,,,,,13000000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,36000000.000,,,,37000000.000,,,,32000000.000,,,,47000000.000,,,,48000000.000,,,,99000000.000,,,,30000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,9000000.000,,,,1000000.000,,,,3000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,57000000.000,,,,68000000.000,,,,45000000.000,,,,50000000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,11500000.000,18200000.000,14600000.000,,28000000.000,30000000.000,29000000.000,,29000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3100000.000,3100000.000,5300000.000,-8500000.000,6400000.000,8900000.000,9000000.000,-15300000.000,7700000.000,7600000.000,7500000.000,-15800000.000,6300000.000,2600000.000,1100000.000,-7000000.000,4100000.000,3300000.000,4000000.000,-7400000.000,3000000.000,3000000.000,3000000.000,-6000000.000,2000000.000
AssetImpairmentCharges,,,,,,,1128000000.000,,1913000000.000,40000000.000,7000000.000,16000000.000,,,,,5460000000.000,4168000000.000,5851000000.000,5341000000.000,3035000000.000,1497000000.000,319000000.000,124000000.000,7000000.000
AssetRetirementObligationAccretionExpense,23000000.000,23000000.000,23000000.000,23000000.000,27000000.000,28000000.000,27000000.000,28000000.000,28000000.000,29000000.000,29000000.000,29000000.000,29000000.000,,,,19000000.000,,,,19000000.000,,,,17000000.000
AssetRetirementObligationForeignCurrencyTranslation,21000000.000,,,,14000000.000,,,,-26000000.000,,,,-51000000.000,,,,-53000000.000,,,,-29000000.000,,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,-4000000.000
AssetRetirementObligationLiabilitiesIncurred,11000000.000,,,,21000000.000,,,,43000000.000,,,,45000000.000,,,,23000000.000,,,,12000000.000,,,,10000000.000
AssetRetirementObligationLiabilitiesSettled,-18000000.000,,,,16000000.000,,,,28000000.000,,,,14000000.000,,,,13000000.000,,,,17000000.000,,,,13000000.000
AssetRetirementObligationRevisionOfEstimate,3000000.000,,,,399000000.000,,,,63000000.000,,,,69000000.000,,,,62000000.000,,,,77000000.000,,,,-184000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1574000000.000,,,,273000000.000,,,,638000000.000,,,,-4039000000.000,,,,378000000.000,,,,-675000000.000,88000000.000,662000000.000,-426000000.000,160000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-52000000.000,,,,58000000.000,,,,,,,,,,,,,,,,,,,,
