,2012-02-29,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31
AmortizationOfDebtDiscountPremium,,,,,,,,2762.000,,354.000,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,100000.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,86415.000,,,,-113219.000,,,,-590.000,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-588322.000,-649890.000,
Depreciation,202.000,202.000,202.000,202.000,203.000,202.000,202.000,137.000,0.000,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,4931.000,,,,,
EarningsPerShareBasic,,,,,,,,,,0.000,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,0.000,-0.000,-0.010,-0.000,0.000,0.000,-0.370,-0.020,-0.010,-0.010,0.020
ExplorationExpenseMining,1107.000,56998.000,36400.000,6448.000,8000.000,33602.000,22.000,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,74000.000,,
GeneralAndAdministrativeExpense,28384.000,42370.000,32020.000,41660.000,25667.000,42618.000,30335.000,26140.000,29800.000,12734.000,317726.000,211216.000,605660.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,582820.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,-51180.000,,-37994.000,,,
IncreaseDecreaseInAccountsPayable,,-1.000,,,,-400.000,,,,9735.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,27000.000,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,-315.000,,,
IncreaseDecreaseInDeposits,,25000.000,,,,,,,,,,,
IncreaseDecreaseInNotesReceivableRelatedParties,,,,,,-6545.000,,,,,,,
InterestExpense,,,,,,,,184.000,,670.000,25069.000,43105.000,-128016.000
NetCashProvidedByUsedInFinancingActivities,,250000.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,250000.000,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-59979.000,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-59979.000,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-103606.000,,,,-113219.000,,,,-590.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-103606.000,,,,-113219.000,,,,-590.000,,,
NetIncomeLoss,-73727.000,-128808.000,-86335.000,-76706.000,-227436.000,-106476.000,-632867.000,-51180.000,-56623.000,-37994.000,-587913.000,-649481.000,-692901.000
NonoperatingIncomeExpense,,,,,,,,1985.000,,,,-43105.000,
OperatingExpenses,73727.000,128808.000,86335.000,76706.000,227436.000,106476.000,632867.000,53165.000,53570.000,37324.000,636844.000,606376.000,887032.000
OperatingIncomeLoss,-73727.000,-128808.000,-86335.000,-76706.000,-227436.000,-106476.000,-632867.000,-53165.000,-53570.000,-37324.000,-636844.000,-606376.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,-409.000,-409.000,
OtherNonoperatingIncomeExpense,,,,,,,,,,,48931.000,,
OtherOperatingIncomeExpenseNet,,,,,,,,,,-670.000,,,
PaymentsToAcquireMineralRights,,59978.000,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,250000.000,,,,,,,,,,,
ProfessionalFees,44034.000,29238.000,17713.000,28396.000,22197.000,30054.000,19488.000,26888.000,23770.000,24590.000,,,
ResearchAndDevelopmentExpense,,,,,,,,,,,319118.000,395160.000,
StockIssuedDuringPeriodValueNewIssues,,250000.000,,,,,,,,,,,
StockIssuedDuringPeriodValueOther,,60000.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,75402671.000,71889661.000,68569881.000,-144717766.000,68669881.000,68669881.000,68669881.000,-203720647.000,2288996.000,72237539.000,101161368.000,-96628904.000
