,2015-08-31,2016-08-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-6653.000,-21596.000
CostsAndExpenses,35579.000,55015.000
EarningsPerShareBasicAndDiluted,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,0.340
ExplorationCosts,13027.000,12980.000
GeneralAndAdministrativeExpense,22552.000,42035.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,18705.000
IncreaseDecreaseInAccountsPayable,3475.000,8099.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,451.000,320.000
NetCashProvidedByUsedInFinancingActivities,25000.000,25000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,25000.000,25000.000
NetCashProvidedByUsedInOperatingActivities,-31653.000,-46596.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-31653.000,-46596.000
NetIncomeLoss,-35579.000,-55015.000
OperatingIncomeLoss,-35579.000,-55015.000
ProceedsFromRelatedPartyDebt,25000.000,25000.000
WeightedAverageNumberOfSharesOutstandingBasic,90000000.000,90000000.000
