,2011-03-31,2011-06-30,2011-09-30,2011-12-31
AmortizationOfPowerContractsEmissionCredits,111400000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5700000.000,4200000.000,4100000.000,-9700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-871000000.000,,,
CashFlowHedgeGainLossReclassifiedToEarningsNet,-93800000.000,-45400000.000,-15900000.000,-132100000.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,-2000000.000,15200000.000,-22400000.000,65500000.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,1500000.000,16000000.000,20200000.000,11000000.000
CommonStockDividendsPerShareDeclared,0.240,0.240,0.240,0.240
ComprehensiveIncomeNetOfTax,156100000.000,90900000.000,-11300000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,9000000.000,8900000.000,24200000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,165100000.000,99800000.000,12900000.000,-847600000.000
CostOfGoodsAndServicesEnergyCommoditiesAndServices,2478200000.000,2171600000.000,2381300000.000,2365500000.000
CostsAndExpenses,3343000000.000,3108900000.000,3363900000.000,4310300000.000
CreditDerivativeLiquidationProceedsMonetaryAmount,40300000.000,,81400000.000,
DeferredIncomeTaxExpenseBenefit,19200000.000,,,
DepreciationAndAmortization,154100000.000,151800000.000,143700000.000,139700000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-3400000.000,48300000.000,-25600000.000,-301800000.000
DerivativeNetHedgeIneffectivenessGainLoss,-16800000.000,-7800000.000,-76200000.000,-32300000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,23000000.000,
EarningsPerShareBasic,0.350,0.500,0.370,-2.920
EarningsPerShareDiluted,0.350,0.490,0.360,-2.900
EffectiveIncomeTaxRateContinuingOperations,0.387,0.404,0.343,-0.705
ElectricDomesticRegulatedRevenue,650100000.000,546900000.000,638600000.000,485100000.000
GainFromComponentsExcludedFromAssessmentOfFairValueHedgeEffectiveness,,1100000.000,1600000.000,
GainLossOnCashFlowHedgeIneffectivenessNet,-16900000.000,-5900000.000,-76800000.000,-32800000.000
GainLossOnFairValueHedgeIneffectivenessNet,100000.000,-1900000.000,600000.000,500000.000
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,,35500000.000,,
GasDomesticRegulatedRevenue,306200000.000,108200000.000,81900000.000,168200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,129500000.000,181400000.000,149000000.000,-997600000.000
IncomeLossFromEquityMethodInvestments,-9600000.000,-26300000.000,49600000.000,6100000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-12000000.000,,,
IncomeTaxExpenseBenefit,50100000.000,73300000.000,51100000.000,-405400000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-273500000.000,,,
IncreaseDecreaseInDeferredFuelCosts,-16900000.000,,,
IncreaseDecreaseInDepositOtherAssets,-18400000.000,,,
IncreaseDecreaseInInventories,-10500000.000,,,
IncreaseDecreaseInOtherOperatingAssets,-171200000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,-1800000.000,,,
IncreaseDecreaseInRestrictedCash,-28100000.000,,,
InterestCostsIncurred,71300000.000,65200000.000,67000000.000,73100000.000
InvestmentTaxCredit,-1100000.000,,,
LongTermPurchaseCommitmentAmount,7500000000.000,7000000000.000,,
NetCashProvidedByUsedInFinancingActivities,-280000000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-280000000.000,,,
NetCashProvidedByUsedInInvestingActivities,-1278300000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1278300000.000,,,
NetCashProvidedByUsedInOperatingActivities,687300000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,687300000.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,70400000.000,99200000.000,73700000.000,-583600000.000
NonoperatingIncomeExpense,-19000000.000,-15700000.000,-17800000.000,-22800000.000
OperatingExpenses,438200000.000,467900000.000,503500000.000,525300000.000
OperatingIncomeLoss,217600000.000,260100000.000,229800000.000,-904500000.000
OtherAmortizationOfDeferredCharges,8100000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1500000.000,300000.000,-5200000.000,1900000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-58100000.000,-29500000.000,-10100000.000,-83100000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,5400000.000,-47400000.000,-68800000.000,-235200000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,100000.000,4100000.000,
OtherNoncashIncome,15500000.000,,,
PaymentsForProceedsFromOtherInvestingActivities,2100000.000,,,
PaymentsOfDebtIssuanceCosts,3100000.000,,,
PaymentsOfDividendsCommonStock,45800000.000,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,3300000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,231800000.000,,,
ProceedsFromIssuanceOfCommonStock,5700000.000,,,
ProceedsFromPaymentsForOtherFinancingActivities,900000.000,,,
ProceedsFromRepaymentsOfShortTermDebt,1700000.000,,,
ProfitLoss,79400000.000,108100000.000,97900000.000,-592200000.000
RepaymentsOfLongTermDebt,228500000.000,,,
Revenues,3570200000.000,3359800000.000,3521100000.000,3307100000.000
SalesRevenueFromEnergyCommoditiesAndServices,2613900000.000,2704700000.000,2800600000.000,2653800000.000
SalesRevenueNet,3570200000.000,3359800000.000,3521100000.000,3307100000.000
SegmentReportingInformationRevenue,,,3521100000.000,
SegmentReportingInformationRevenueFromExternalCustomers,3570200000.000,3359800000.000,,
TaxesExcludingIncomeAndExciseTaxes,77700000.000,76500000.000,78100000.000,75700000.000
UnrealizedGainLossOnCashFlowHedgingInstruments,8800000.000,-73600000.000,-106600000.000,-385300000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,5600000.000,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,2800000.000,2700000.000,-1600000.000,2200000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,600000.000,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,3900000.000,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,2300000.000,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,1300000.000,1800000.000,2000000.000,-3300000.000
WeightedAverageNumberOfDilutedSharesOutstanding,200700000.000,201900000.000,202400000.000,-404900000.000
WeightedAverageNumberOfSharesOutstandingBasic,199400000.000,200100000.000,200400000.000,-399800000.000
